,school_name,school_addr,latitude,longitude,1_stu_num,2_stu_num,3_stu_num,4_stu_num,5_stu_num,6_stu_num
1244,대구만촌초등학교,대구광역시 수성구 국채보상로214길 33,35.86711610000001,128.6480386, 54 , 57 , 55 , 68 , 77 , 60 
1245,대구대청초등학교,대구광역시 수성구 교학로12길 42,35.8512558,128.6505211, 108 , 123 , 128 , 157 , 179 , 218 
1246,대구동원초등학교,대구광역시 수성구 국채보상로 1000,35.86527620000001,128.64003229999997, 97 , 82 , 64 , 98 , 74 , 94 
1247,대구복명초등학교,대구광역시 수성구 범안로20길 8,35.817658,128.64722690000002, 27 , 27 , 29 , 20 , 28 , 31 
1248,대구범물초등학교,대구광역시 수성구 지범로41길 33,35.8217026,128.6451405, 37 , 33 , 37 , 47 , 37 , 45 
1249,대구범일초등학교,대구광역시 수성구 범안로4길 22,35.8161502,128.63928700000002, 138 , 137 , 123 , 141 , 157 , 165 
1250,대구동천초등학교,대구광역시 수성구 상록로16길 20,35.865487,128.6256824, 261 , 211 , 209 , 180 , 178 , 177 
1251,대구경동초등학교,대구광역시 수성구 청호로76길 12,35.8521724,128.639442, 261 , 257 , 296 , 307 , 336 , 402 
1252,대구범어초등학교,대구광역시 수성구 달구벌대로489길 55,35.86066160000001,128.633199, 63 , 84 , 87 , 79 , 119 , 114 
1253,대구동도초등학교,대구광역시 수성구 동대구로57길 8,35.856997,128.6240379, 193 , 223 , 226 , 184 , 205 , 240 
1254,대구수성초등학교,대구광역시 수성구 상화로5길 40,35.836837,128.6102361, 120 , 104 , 106 , 122 , 140 , 135 
1255,대구동성초등학교,대구광역시 수성구 수성로 311,35.85318779999999,128.61253159999998, 164 , 178 , 178 , 153 , 198 , 185 
1256,대구지봉초등학교,대구광역시 수성구 지범로31길 45,35.8253389,128.6405272, 44 , 47 , 38 , 57 , 53 , 52 
1257,대구두산초등학교,대구광역시 수성구 동대구로6길 31,35.83263820000001,128.6262545, 61 , 62 , 58 , 54 , 72 , 80 
1258,대구지산초등학교,대구광역시 수성구 지범로17길 3-14,35.827213,128.62989960000002, 37 , 41 , 46 , 55 , 36 , 47 
1259,대구용지초등학교,대구광역시 수성구 지산로 12,35.82200839999999,128.6327215, 138 , 120 , 144 , 142 , 174 , 183 
1260,대구파동초등학교,대구광역시 수성구 파동로51길 34,35.8242729,128.6076568, 65 , 54 , 55 , 46 , 47 , 41 
1261,대구성동초등학교,대구광역시 수성구 청수로45길 27,35.8413628,128.6323184, 269 , 240 , 238 , 271 , 327 , 305 
1262,대구황금초등학교,대구광역시 수성구 들안로32길 22,35.8440211,128.61838909999997, 112 , 79 , 96 , 86 , 81 , 84 
1263,대구삼육초등학교,대구광역시 수성구 청수로 22-23,35.8400739,128.61066540000002, 40 , 40 , 34 , 39 , 32 , 32 
1264,대구달성초등학교,대구광역시 서구 고성로 127,35.8825451,128.57932, 64 , 54 , 53 , 58 , 48 , 65 
1265,대구내서초등학교,대구광역시 서구 달구벌대로371길 35,35.86373839999999,128.5666431, 32 , 43 , 39 , 40 , 44 , 47 
1266,대구두류초등학교,대구광역시 서구 달구벌대로357길 22,35.86162750000001,128.5599761, 20 , 30 , 17 , 20 , 30 , 31 
1267,대구경운초등학교,대구광역시 서구 평리로54길 16,35.86130670000001,128.55270259999998, 122 , 79 , 93 , 105 , 93 , 151 
1268,대구서부초등학교,대구광역시 서구 달서로26길 25,35.873878321199996,128.57371521299999, 60 , 52 , 53 , 64 , 70 , 77 
1269,대구대성초등학교,대구광역시 서구 국채보상로 426,35.8705487,128.5772657, 36 , 29 , 42 , 28 , 52 , 48 
1270,대구비봉초등학교,대구광역시 서구 달서로45길 30,35.8828638,128.5686879, 23 , 22 , 24 , 16 , 27 , 26 
1271,대구북비산초등학교,대구광역시 서구 통학로48길 7,35.8813652,128.5646181, 26 , 42 , 38 , 30 , 37 , 42 
1272,대구인지초등학교,대구광역시 서구 서대구로66길 20,35.8864869,128.5674442, 84 , 77 , 83 , 91 , 89 , 79 
1273,서대구초등학교,대구광역시 서구 서대구로63길 28-13,35.8891696,128.55786709999998, 35 , 28 , 15 , 21 , 30 , 25 
1274,대구중리초등학교,대구광역시 서구 국채보상로 135,35.8695524,128.5453239, 18 , 14 , 31 , 17 , 23 , 21 
1275,대구달서초등학교,대구광역시 서구 국채보상로34길 35,35.8667294,128.5502964, 149 , 149 , 133 , 124 , 116 , 136 
1276,대구서평초등학교,대구광역시 서구 서대구로45길 60,35.8782523,128.547905, 15 , 31 , 18 , 16 , 19 , 27 
1277,대구비산초등학교,대구광역시 서구 통학로 202,35.8786602,128.5640618, 52 , 55 , 52 , 59 , 64 , 66 
1278,대구평리초등학교,대구광역시 서구 국채보상로53길 6-5,35.872413,128.5608249, 186 , 177 , 167 , 128 , 126 , 129 
1279,대구서도초등학교,대구광역시 서구 평리로 395,35.86696350000001,128.5662356, 74 , 56 , 43 , 62 , 63 , 60 
1280,대구이현초등학교,대구광역시 서구 국채보상로37길 35,35.8735174,128.5504531, 28 , 41 , 33 , 27 , 33 , 42 
1281,대구조야초등학교,대구광역시 북구 조야로8길 16,35.9097412,128.5771341, 8 , 10 , 4 , 11 , 10 , 9 
1282,대구관문초등학교,대구광역시 북구 매전로 32,35.90835410000001,128.5461085, 157 , 146 , 164 , 166 , 161 , 185 
1283,대구관음초등학교,대구광역시 북구 관음동로17길 16,35.94001489999999,128.54679280000002, 46 , 60 , 57 , 39 , 62 , 63 
