,school_name,school_addr,latitude,longitude
107,도봉중학교,서울특별시 도봉구 마들로 671,37.6707284,127.0459742
108,신방학중학교,서울특별시 도봉구 시루봉로 156,37.663644500000004,127.02951680000001
109,방학중학교,서울특별시 도봉구 시루봉로 188,37.665335799999994,127.0316064
110,창동중학교,서울특별시 도봉구 방학로 32,37.6629833,127.04978870000001
111,백운중학교,서울특별시 도봉구 도봉로129길 50,37.6563724,127.0358991
112,신도봉중학교,서울특별시 도봉구 도봉로115길 16,37.6492547,127.0331989
113,효문중학교,서울특별시 도봉구 우이천로 432,37.6520737,127.01837739999999
114,노곡중학교,서울특별시 도봉구 노해로70길 95,37.648590899999995,127.05356100000002
115,창일중학교,서울특별시 도봉구 노해로66길 60,37.6488018,127.0465188
116,창북중학교,서울특별시 도봉구 노해로62길 33,37.649470799999996,127.03857659999998
117,정의여자중학교,서울특별시 도봉구 노해로49길 69,37.6529105,127.03180630000001
118,선덕중학교,서울특별시 도봉구 시루봉로 53,37.655351,127.02682890000001
119,상원중학교,서울특별시 노원구 수락산로 182,37.6715436,127.0595044
120,상경중학교,서울특별시 노원구 동일로227길 61,37.6670457,127.0533357
121,하계중학교,서울특별시 노원구 노원로 261-8,37.641086200000004,127.07193410000001
122,불암중학교,서울특별시 노원구 한글비석로5길 45,37.6459258,127.0735521
123,공릉중학교,서울특별시 노원구 노원로1길 42,37.6222083,127.0837653
124,태랑중학교,서울특별시 노원구 화랑로51나길 51,37.6266378,127.0918527
125,한천중학교,서울특별시 노원구 공릉로 265,37.6313130463,127.0724683
126,상계중학교,서울특별시 노원구 노원로 398,37.652646600000004,127.06885829999999
127,온곡중학교,서울특별시 노원구 노원로 492,37.6602624,127.0644701
128,노원중학교,서울특별시 노원구 동일로213길 26,37.6491471,127.05945790000001
129,노일중학교,서울특별시 노원구 동일로231길 24,37.6725826,127.05390249999999
130,수락중학교,서울특별시 노원구 동일로 1729,37.682794799999996,127.0545923
131,녹천중학교,서울특별시 노원구 월계로 376,37.631310799999994,127.0620087
132,월계중학교,서울특별시 노원구 월계로45가길 54,37.6305995,127.0523673
133,신창중학교,서울특별시 노원구 월계로45길 92,37.628322600000004,127.0474202
134,상계제일중학교,서울특별시 노원구 덕릉로86길 29-15,37.661342,127.0777604
135,중계중학교,서울특별시 노원구 덕릉로76길 23,37.6550962,127.07547350000002
136,을지중학교,서울특별시 노원구 덕릉로 580,37.6495848,127.071707
137,중원중학교,서울특별시 노원구 공릉로 420,37.6441977,127.0680699
138,중평중학교,서울특별시 노원구 동일로203길 87,37.6369404,127.062228
139,신상중학교,서울특별시 노원구 동일로216길 42,37.6516104,127.06363590000002
140,광운중학교,서울특별시 노원구 광운로1길 24,37.6208454,127.0561467
141,염광중학교,서울특별시 노원구 월계로45가길 9,37.630216499999996,127.0492434634
142,상명중학교,서울특별시 노원구 덕릉로 553,37.6494211,127.06820060000001
143,청원중학교,서울특별시 노원구 한글비석로 506,37.6660284,127.0620129
144,재현중학교,서울특별시 노원구 덕릉로82길 64,37.661547399999996,127.0814504
145,서울대학교사범대학부설여자중학교,서울특별시 종로구 대학로 64,37.5770935,127.00384299999999
146,청운중학교,서울특별시 종로구 창의문로 51,37.5896155,126.970349
147,대신중학교,서울특별시 종로구 사직로 9,37.5734256,126.96189709999999
148,동성중학교,서울특별시 종로구 대학로 156,37.585052399999995,127.00242920000001
149,경신중학교,서울특별시 종로구 혜화로 74,37.591450200000004,127.0006702
150,덕성여자중학교,서울특별시 종로구 율곡로3길 49,37.5779699,126.9817133
151,배화여자중학교,서울특별시 종로구 필운대로1길 34,37.5784965824,126.96688885549999
152,상명대학교사범대학부속여자중학교,서울특별시 종로구 홍지문2길 20,37.6041771,126.9556929
153,중앙중학교,서울특별시 종로구 창덕궁길 164,37.584897,126.9870352
154,창덕여자중학교,서울특별시 중구 정동길 22,37.566469399999995,126.96958219999999
155,금호여자중학교,서울특별시 중구 청구로 6,37.5578679,127.0200384
156,덕수중학교,서울특별시 중구 마른내로9길 10,37.56532670000001,126.9972317
157,장원중학교,서울특별시 중구 동호로15길 93-34,37.553768299999994,127.0063639
