학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,
B000004166,반석초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 223,경기도 화성시 동탄반석로 22,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1933247,127.0782990,2019-09-16,7001220,한국교원대학교,
B000004167,솔빛초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 133,경기도 화성시 동탄반석로 84,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1966291,127.0738027,2019-09-16,7001220,한국교원대학교,
B000004168,반송초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 199,경기도 화성시 동탄솔빛로 14,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1907899,127.0702095,2019-09-16,7001220,한국교원대학교,
B000004169,석우초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 화성시 반송동 20,경기도 화성시 동탄시범한빛길 32,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2090357,127.0682087,2019-09-16,7001220,한국교원대학교,
B000004170,숲속초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 화성시 반송동 56,경기도 화성시 동탄공원로2길 10,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2059773,127.0605473,2019-09-16,7001220,한국교원대학교,
B000004171,화성금곡초등학교,초등학교,2007-02-01,공립,본교,운영,경기도 화성시 반송동 78,경기도 화성시 동탄문화센터로 13,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1985451,127.0662581,2019-09-16,7001220,한국교원대학교,
B000004172,학동초등학교,초등학교,2007-04-01,공립,본교,운영,경기도 화성시 반송동 81,경기도 화성시 동탄지성로 79-17,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2054271,127.0659389,2019-09-16,7001220,한국교원대학교,
B000004173,예당초등학교,초등학교,2008-09-01,공립,본교,운영,경기도 화성시 석우동 54,경기도 화성시 동탄반석로 245,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2103709,127.0752182,2019-09-16,7001220,한국교원대학교,
B000004174,기안초등학교,초등학교,1968-03-04,공립,본교,운영,경기도 화성시 기안동 226,경기도 화성시 기안말길 18,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2265086,126.9831788,2019-09-16,7001220,한국교원대학교,
B000004175,능동초등학교,초등학교,2008-03-01,공립,본교,운영,경기도 화성시 능동 1085,경기도 화성시 동탄원천로 315-27,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2131515,127.0586099,2019-09-16,7001220,한국교원대학교,
B000004176,푸른초등학교,초등학교,2008-04-16,공립,본교,운영,경기도 화성시 능동 1136,경기도 화성시 동탄공원로 21-38,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2023547,127.0553100,2019-09-16,7001220,한국교원대학교,
B000004177,한마음초등학교,초등학교,2008-03-01,공립,본교,운영,경기도 화성시 능동 1117,경기도 화성시 동탄숲속로 69-6,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2080253,127.0563355,2019-09-16,7001220,한국교원대학교,
B000004178,동학초등학교,초등학교,2000-11-15,공립,본교,운영,경기도 화성시 반월동 165-2,경기도 화성시 영통로27번길 46,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2328269,127.0590833,2019-09-16,7001220,한국교원대학교,
B000004179,기산초등학교,초등학교,2004-09-01,공립,본교,운영,경기도 화성시 반월동 705-4,경기도 화성시 동탄지성로 344,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2246401,127.0506357,2019-09-16,7001220,한국교원대학교,
B000004180,율목초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반월동 879,경기도 화성시 영통로50번길 19,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2365816,127.0643495,2019-09-16,7001220,한국교원대학교,
B000004181,배양초등학교,초등학교,2005-12-01,공립,본교,운영,경기도 화성시 배양동 76,경기도 화성시 융건로 90,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2186161,126.9887350,2019-09-16,7001220,한국교원대학교,
B000004182,화성벌말초등학교,초등학교,2004-09-15,공립,본교,운영,경기도 화성시 병점동 415-2,경기도 화성시 떡전골로 34,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2027202,127.0379146,2019-09-16,7001220,한국교원대학교,
B000004183,송화초등학교,초등학교,2000-09-01,공립,본교,운영,경기도 화성시 병점동 465-5,경기도 화성시 병점중앙로35번길 42,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2020699,127.0401936,2019-09-16,7001220,한국교원대학교,
B000004184,태안초등학교,초등학교,2004-09-01,공립,본교,운영,경기도 화성시 병점동 824,경기도 화성시 병점3로 77,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2102492,127.0408518,2019-09-16,7001220,한국교원대학교,
B000004185,안화초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 화성시 병점동 851,경기도 화성시 병점3로 132-5,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2127756,127.0472947,2019-09-16,7001220,한국교원대학교,
B000004186,구봉초등학교,초등학교,2004-09-01,공립,본교,운영,경기도 화성시 병점동 862,경기도 화성시 병점1로 105,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2054911,127.0448100,2019-09-16,7001220,한국교원대학교,
B000004187,화산초등학교,초등학교,1946-03-31,공립,본교,운영,경기도 화성시 송산동 146-1,경기도 화성시 화산중앙로64번길 17,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2114886,127.0137925,2019-09-16,7001220,한국교원대학교,
B000004188,안녕초등학교,초등학교,2006-06-05,공립,본교,운영,경기도 화성시 안녕동 50-8,경기도 화성시 화산로 2,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2056784,127.0085743,2019-09-16,7001220,한국교원대학교,
B000004189,병점초등학교,초등학교,1949-09-01,공립,본교,운영,경기도 화성시 진안동 517-2,경기도 화성시 경기대로 1052,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2101034,127.0345469,2019-09-16,7001220,한국교원대학교,
B000004190,진안초등학교,초등학교,2004-09-01,공립,본교,운영,경기도 화성시 진안동 915,경기도 화성시 병점4로 97,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2165955,127.0405090,2019-09-16,7001220,한국교원대학교,
B000004191,봉담초등학교,초등학교,1933-05-15,공립,본교,운영,경기도 화성시 봉담읍 상리 39-10,경기도 화성시 봉담읍 진등3길 15,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2229463,126.9468560,2019-09-16,7001220,한국교원대학교,
B000004192,갈담초등학교,초등학교,1949-12-02,공립,본교,운영,경기도 화성시 봉담읍 유리 86,경기도 화성시 봉담읍 갈담초교길 24,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1752380,126.9329358,2019-09-16,7001220,한국교원대학교,
B000004193,와우초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 봉담읍 동화리 188,경기도 화성시 봉담읍 식골길 14,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2202141,126.9720845,2019-09-16,7001220,한국교원대학교,
B000004194,상봉초등학교,초등학교,2007-11-20,공립,본교,운영,경기도 화성시 봉담읍 동화리 569,경기도 화성시 봉담읍 상봉길 52,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2181664,126.9547283,2019-09-16,7001220,한국교원대학교,
B000004195,동화초등학교,초등학교,2007-10-17,공립,본교,운영,경기도 화성시 봉담읍 동화리 606,경기도 화성시 봉담읍 동화새터길 130,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2151260,126.9614255,2019-09-16,7001220,한국교원대학교,
B000004196,수기초등학교,초등학교,2000-09-01,공립,본교,운영,경기도 화성시 봉담읍 수기리 26-2,경기도 화성시 봉담읍 수기웃말길 27,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2015865,126.9813143,2019-09-16,7001220,한국교원대학교,
B000004197,수영초등학교,초등학교,2008-03-01,공립,본교,운영,경기도 화성시 봉담읍 수영리 143-1,경기도 화성시 봉담읍 수영로 63,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2360173,126.9542622,2019-09-16,7001220,한국교원대학교,
B000004198,도이초등학교,초등학교,2008-10-01,공립,본교,운영,경기도 화성시 향남읍 행정리 476,경기도 화성시 향남읍 행정동로 87,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1325222,126.9261309,2019-09-16,7001220,한국교원대학교,
B000004199,행정초등학교,초등학교,2008-10-01,공립,본교,운영,경기도 화성시 향남읍 행정리 493,경기도 화성시 향남읍 행정중앙1로 77,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1266959,126.9237879,2019-09-16,7001220,한국교원대학교,
B000004200,갈천초등학교,초등학교,1961-03-10,공립,본교,운영,경기도 화성시 향남읍 갈천리 156-1,경기도 화성시 향남읍 발안로 701-23,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1276190,126.9804609,2019-09-16,7001220,한국교원대학교,
B000004201,제암초등학교,초등학교,2003-09-01,공립,본교,운영,경기도 화성시 향남읍 발안리 299,경기도 화성시 향남읍 발안서로 21,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1309671,126.9021303,2019-09-16,7001220,한국교원대학교,
B000004202,발안초등학교,초등학교,1935-04-01,공립,본교,운영,경기도 화성시 향남읍 행정리 392-2,경기도 화성시 향남읍 발안로 8,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1306420,126.9117236,2019-09-16,7001220,한국교원대학교,
B000004203,향남초등학교,초등학교,1926-08-29,공립,본교,운영,경기도 화성시 향남읍 백토리 553,경기도 화성시 향남읍 왜골길 7,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1195765,126.9431911,2019-09-16,7001220,한국교원대학교,
B000004204,한울초등학교,초등학교,2008-09-01,공립,본교,운영,경기도 화성시 향남읍 행정리 442,경기도 화성시 향남읍 행정중앙1로 25,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1269838,126.9178585,2019-09-16,7001220,한국교원대학교,
B000004206,석천초등학교,초등학교,1948-03-27,공립,본교,운영,경기도 화성시 우정읍 석천리 52-3,경기도 화성시 우정읍 석천길 52,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0550821,126.7886467,2019-09-16,7001220,한국교원대학교,
B000004207,우정초등학교,초등학교,1936-11-01,공립,본교,운영,경기도 화성시 우정읍 조암리 619,경기도 화성시 우정읍 버들로 136,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0813853,126.8006436,2019-09-16,7001220,한국교원대학교,
B000004208,화성화수초등학교,초등학교,1945-04-01,공립,본교,운영,경기도 화성시 우정읍 화수리 834-13,경기도 화성시 우정읍 화수동길 145,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1090958,126.7971015,2019-09-16,7001220,한국교원대학교,
B000004209,동탄초등학교,초등학교,1923-06-06,공립,본교,운영,경기도 화성시 오산동 663-2,경기도 화성시 동부대로970번길 31,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.189036437,127.09114904,2019-09-16,7001220,한국교원대학교,
B000004210,송라초등학교,초등학교,1937-04-01,공립,본교,운영,경기도 화성시 매송면 송라리 585,경기도 화성시 매송면 푸른들판로 1970-16,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2729996,126.8889965,2019-09-16,7001220,한국교원대학교,
B000004211,화성매송초등학교,초등학교,1933-11-01,공립,본교,운영,경기도 화성시 매송면 원평리 67-1,경기도 화성시 매송면 화성로 2403,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2495679,126.9285768,2019-09-16,7001220,한국교원대학교,
B000004212,비봉초등학교,초등학교,1931-04-23,공립,본교,운영,경기도 화성시 비봉면 삼화리 537,경기도 화성시 비봉면 양노로 71,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2366908,126.8694805,2019-09-16,7001220,한국교원대학교,
B000004213,청룡초등학교,초등학교,1946-12-11,공립,본교,운영,경기도 화성시 비봉면 청요리 571,경기도 화성시 비봉면 주석로 610,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2013166,126.8892325,2019-09-16,7001220,한국교원대학교,
B000004214,마도초등학교,초등학교,1935-04-25,공립,본교,운영,경기도 화성시 마도면 석교리 248,경기도 화성시 마도면 석교로 157,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2040873,126.7730633,2019-09-16,7001220,한국교원대학교,
B000004215,청원초등학교,초등학교,1949-09-27,공립,본교,운영,경기도 화성시 마도면 청원리 228-4,경기도 화성시 마도면 해운로 794,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1879334,126.7613903,2019-09-16,7001220,한국교원대학교,
B000004216,고정초등학교,초등학교,1964-10-25,공립,본교,운영,경기도 화성시 송산면 고정리 1103,경기도 화성시 송산면 공룡로 326,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2383561,126.7383543,2019-09-16,7001220,한국교원대학교,
B000004217,마산초등학교,초등학교,1946-12-11,공립,본교,운영,경기도 화성시 송산면 마산리 326-3,경기도 화성시 송산면 송산포도로 582,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2316595,126.6923455,2019-09-16,7001220,한국교원대학교,
B000004218,송산초등학교,초등학교,1920-11-06,공립,본교,운영,경기도 화성시 송산면 사강리 701,경기도 화성시 송산면 사강시장길 15-9,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.2145065,126.7324267,2019-09-16,7001220,한국교원대학교,
B000004219,서신초등학교,초등학교,1932-12-01,공립,본교,운영,경기도 화성시 서신면 매화리 333,경기도 화성시 서신면 매화3길 17,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1697152638,126.7070942563,2019-09-16,7001220,한국교원대학교,
B000004220,해운초등학교,초등학교,1960-04-01,공립,본교,운영,경기도 화성시 서신면 궁평리 162-4,경기도 화성시 서신면 궁평항로 1374-6,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1394215,126.7037057,2019-09-16,7001220,한국교원대학교,
B000004221,팔탄초등학교,초등학교,1922-04-04,공립,본교,운영,경기도 화성시 팔탄면 구장리 522-1,경기도 화성시 팔탄면 마당바위로31번길 6,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1597866,126.9024239,2019-09-16,7001220,한국교원대학교,
B000004222,화성월문초등학교,초등학교,1953-04-12,공립,본교,운영,경기도 화성시 팔탄면 월문리 192,경기도 화성시 팔탄면 버들로 1537,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1185343,126.8728928,2019-09-16,7001220,한국교원대학교,
B000004223,사창초등학교,초등학교,1948-09-01,공립,본교,운영,경기도 화성시 양감면 사창리 409,경기도 화성시 양감면 정문회화로 7,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0918839,126.9729557,2019-09-16,7001220,한국교원대학교,
B000004224,양감초등학교,초등학교,1993-01-19,공립,본교,운영,경기도 화성시 양감면 신왕리 475-1,경기도 화성시 양감면 초록로 49,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0810976,126.9520279,2019-09-16,7001220,한국교원대학교,
B000004225,화성장안초등학교,초등학교,1923-06-01,공립,본교,운영,경기도 화성시 장안면 어은리 812,경기도 화성시 장안면 조암동로 8-5,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0858975,126.8241741,2019-09-16,7001220,한국교원대학교,
B000004226,노진초등학교,초등학교,1971-03-17,공립,본교,운영,경기도 화성시 장안면 노진리 506-6,경기도 화성시 장안면 화곡로 166,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0516596,126.8091060,2019-09-16,7001220,한국교원대학교,
B000004227,장명초등학교,초등학교,1944-04-01,공립,본교,운영,경기도 화성시 장안면 장안리 152,경기도 화성시 장안면 장명길 19-8,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0564654,126.8524212,2019-09-16,7001220,한국교원대학교,
B000004228,정림초등학교,초등학교,1950-06-01,공립,본교,운영,경기도 화성시 정남면 망월리 328,경기도 화성시 정남면 망월길 69,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1529875,127.0121564,2019-09-16,7001220,한국교원대학교,
B000004229,정남초등학교,초등학교,1930-04-01,공립,본교,운영,경기도 화성시 정남면 발산리 409-1,경기도 화성시 정남면 만년로 516,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1675529,126.9848561,2019-09-16,7001220,한국교원대학교,
B000004231,팔탄초등학교대방분교장,초등학교,1966-09-02,공립,분교,운영,경기도 화성시 팔탄면 노하리 173-1,경기도 화성시 팔탄면 노하길 398,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1618208,126.8700426,2019-09-16,7001220,한국교원대학교,
B000004232,화성장안초등학교석포분교장,초등학교,1963-03-10,공립,분교,운영,경기도 화성시 장안면 석포리 390-16,경기도 화성시 장안면 버들로 1201-9,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1308218,126.8400169,2019-09-16,7001220,한국교원대학교,
B000004233,장명초등학교장일분교장,초등학교,1980-10-14,공립,분교,운영,경기도 화성시 장안면 장안리 1075-87,경기도 화성시 장안면 온수골2길 18,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.0370734,126.8457500,2019-09-16,7001220,한국교원대학교,
B000004236,성호초등학교,초등학교,1913-04-01,공립,본교,운영,경기도 오산시 오산동 862-1,경기도 오산시 성호새싹길 8,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1502578,127.0709442,2019-09-16,7001220,한국교원대학교,
B000004237,운산초등학교,초등학교,2000-09-01,공립,본교,운영,경기도 오산시 오산동 923-1,경기도 오산시 운암로 72,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1527712,127.0776814,2019-09-16,7001220,한국교원대학교,
B000004238,운천초등학교,초등학교,2000-04-10,공립,본교,운영,경기도 오산시 부산동 778-4,경기도 오산시 운암로 116,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1561759,127.0795437,2019-09-16,7001220,한국교원대학교,
B000004239,오산원당초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 오산시 원동 30-22,경기도 오산시 부원로87번길 37-7,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1423264,127.0909242,2019-09-16,7001220,한국교원대학교,
B000004240,원동초등학교,초등학교,1997-03-01,공립,본교,운영,경기도 오산시 원동 805,경기도 오산시 오산로 92,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1354632,127.0697217,2019-09-16,7001220,한국교원대학교,
B000004241,운암초등학교,초등학교,1999-03-01,공립,본교,운영,경기도 오산시 원동 815-5,경기도 오산시 원동로 63,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1437377,127.0762024,2019-09-16,7001220,한국교원대학교,
B000004242,대호초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 오산시 궐동 661,경기도 오산시 궐리사로46번길 3,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1588564,127.0577475,2019-09-16,7001220,한국교원대학교,
B000004243,오산초등학교,초등학교,1945-10-02,공립,본교,운영,경기도 오산시 가수동 76,경기도 오산시 가수로 16,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1450572,127.0498861,2019-09-16,7001220,한국교원대학교,
B000004244,가수초등학교,초등학교,2006-05-01,공립,본교,운영,경기도 오산시 가수동 25,경기도 오산시 가수로 50,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1480131,127.0478298,2019-09-16,7001220,한국교원대학교,
B000004245,광성초등학교,초등학교,1949-04-28,공립,본교,운영,경기도 오산시 세교동 623,경기도 오산시 수목원로 577-18,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1841969,127.0398682,2019-09-16,7001220,한국교원대학교,
B000004246,금암초등학교,초등학교,2009-09-18,공립,본교,운영,경기도 오산시 금암동 510,경기도 오산시 수청로 204-20,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1787336604,127.0439490174,2019-09-16,7001220,한국교원대학교,
B000004247,필봉초등학교,초등학교,2011-03-01,공립,본교,운영,경기도 오산시 금암동 486,경기도 오산시 수청로 124,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1787745,127.0526859,2019-09-16,7001220,한국교원대학교,
B000004248,양산초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 오산시 양산동 667-3,경기도 오산시 양산로 448,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1971735,127.0321505,2019-09-16,7001220,한국교원대학교,
B000004249,문시초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 오산시 금암동 518,경기도 오산시 여계산로 52-6,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1743083,127.0454492,2019-09-16,7001220,한국교원대학교,
B000004250,화성초등학교,초등학교,1966-06-01,공립,본교,운영,경기도 오산시 수청동 47-1,경기도 오산시 내삼미로 18,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1646070,127.0687985,2019-09-16,7001220,한국교원대학교,
B000004251,수청초등학교,초등학교,2006-06-01,공립,본교,운영,경기도 오산시 수청동 584,경기도 오산시 오산대역로 123번길,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1708567,127.0555244,2019-09-16,7001220,한국교원대학교,
B000004252,매홀초등학교,초등학교,1993-05-01,공립,본교,운영,경기도 오산시 수청동 534-1,경기도 오산시 청학로147번길 10,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1627490,127.0634120,2019-09-16,7001220,한국교원대학교,
B000004253,오산대원초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 오산시 갈곶동 258,경기도 오산시 경기대로25번길 45,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1303864,127.0712782,2019-09-16,7001220,한국교원대학교,
B000004254,오산고현초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 오산시 고현동 92,경기도 오산시 남부대로 459,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1336377,127.0854297,2019-09-16,7001220,한국교원대학교,
B000004255,성산초등학교,초등학교,1981-03-04,공립,본교,운영,경기도 오산시 오산동 524-1,경기도 오산시 성호대로 43,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1501166,127.0662876,2019-09-16,7001220,한국교원대학교,
B000004256,오산원일초등학교,초등학교,2007-06-26,공립,본교,운영,경기도 오산시 원동 360-19,경기도 오산시 오산로132번길 27,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2019-09-10,37.1394666,127.0713566,2019-09-16,7001220,한국교원대학교,
B000004258,도덕초등학교,초등학교,1986-04-25,공립,본교,운영,경기도 광명시 철산동 237,경기도 광명시 가마산로 28,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4845057,126.8700071,2019-09-16,7001220,한국교원대학교,
B000004259,충현초등학교,초등학교,2011-03-01,공립,본교,운영,경기도 광명시 소하동 1375,경기도 광명시 성채안로 16,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4331996,126.8862600,2019-09-16,7001220,한국교원대학교,
B000004260,구름산초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 광명시 소하동 1287,경기도 광명시 한내일로 5,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4530177,126.8841355,2019-09-16,7001220,한국교원대학교,
B000004261,소하초등학교,초등학교,1997-05-01,공립,본교,운영,경기도 광명시 소하동 1328,경기도 광명시 소하일로 45,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4492360,126.8873732,2019-09-16,7001220,한국교원대학교,
B000004262,안현초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 광명시 하안동 864-1,경기도 광명시 도덕공원로 5,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4709677,126.8675689,2019-09-16,7001220,한국교원대학교,
B000004263,하안초등학교,초등학교,1989-10-12,공립,본교,운영,경기도 광명시 하안동 649,경기도 광명시 안현로 16,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4630020,126.8739265,2019-09-16,7001220,한국교원대학교,
B000004264,가림초등학교,초등학교,1990-03-26,공립,본교,운영,경기도 광명시 하안동 297,경기도 광명시 금당로 11-7,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4584704,126.8786367,2019-09-16,7001220,한국교원대학교,
B000004265,연서초등학교,초등학교,1990-09-01,공립,본교,운영,경기도 광명시 하안동 25-1,경기도 광명시 안현로 80-2,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4661354,126.8820194,2019-09-16,7001220,한국교원대학교,
B000004266,안서초등학교,초등학교,1964-03-04,공립,본교,운영,경기도 광명시 가학동 1052-1,경기도 광명시 가학로 247-55,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4028563,126.8710141,2019-09-16,7001220,한국교원대학교,
B000004267,온신초등학교,초등학교,1947-04-30,공립,본교,운영,경기도 광명시 노온사동 361-2,경기도 광명시 범안로 657,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2019-09-10,37.4428010,126.8465053,2019-09-16,7001220,한국교원대학교,
