학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,
B000001838,서울휘경초등학교,초등학교,1959-10-10,공립,본교,운영,서울특별시 동대문구 휘경동 302-2,서울특별시 동대문구 망우로6길 48,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5857358,127.0581216,2019-09-16,7001220,한국교원대학교,
B000001839,서울동답초등학교,초등학교,1984-05-23,공립,본교,운영,서울특별시 동대문구 답십리동 2-24,서울특별시 동대문구 답십리로60길 12,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5718166,127.0642055,2019-09-16,7001220,한국교원대학교,
B000001840,서울답십리초등학교,초등학교,1962-11-29,공립,본교,운영,서울특별시 동대문구 답십리동 274,서울특별시 동대문구 전농로3길 23,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5690030,127.0554225,2019-09-16,7001220,한국교원대학교,
B000001841,서울신답초등학교,초등학교,1972-05-09,공립,본교,운영,서울특별시 동대문구 답십리동 463-13,서울특별시 동대문구 천호대로 177,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5730006,127.0433994,2019-09-16,7001220,한국교원대학교,
B000001842,서울용두초등학교,초등학교,1948-11-01,공립,본교,운영,서울특별시 동대문구 용두동 237-1,서울특별시 동대문구 천호대로13길 43,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5757428,127.0288848,2019-09-16,7001220,한국교원대학교,
B000001843,서울이문초등학교,초등학교,1967-09-06,공립,본교,운영,서울특별시 동대문구 이문동 358-34,서울특별시 동대문구 신이문로 16,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6020400,127.0641929,2019-09-16,7001220,한국교원대학교,
B000001844,서울군자초등학교,초등학교,1973-11-22,공립,본교,운영,서울특별시 동대문구 장안동 239-2,서울특별시 동대문구 한천로6길 21,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5643015,127.0613471,2019-09-16,7001220,한국교원대학교,
B000001845,서울장평초등학교,초등학교,1980-04-04,공립,본교,운영,서울특별시 동대문구 장안동 323,서울특별시 동대문구 답십리로69길 27,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5738074,127.0732688,2019-09-16,7001220,한국교원대학교,
B000001846,서울안평초등학교,초등학교,1990-10-10,공립,본교,운영,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5657116,127.0713495,2019-09-16,7001220,한국교원대학교,
B000001847,서울배봉초등학교,초등학교,1971-10-08,공립,본교,운영,서울특별시 동대문구 전농동 3-111,서울특별시 동대문구 사가정로 193,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5800280,127.0659414,2019-09-16,7001220,한국교원대학교,
B000001848,서울전동초등학교,초등학교,1969-05-20,공립,본교,운영,서울특별시 동대문구 전농동 45-41,서울특별시 동대문구 전농로16길 61,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5790952,127.0611380,2019-09-16,7001220,한국교원대학교,
B000001849,서울전곡초등학교,초등학교,1961-04-06,공립,본교,운영,서울특별시 동대문구 전농동 188,서울특별시 동대문구 전농로 172,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5805755,127.0562692,2019-09-16,7001220,한국교원대학교,
B000001850,서울전농초등학교,초등학교,1942-04-08,공립,본교,운영,서울특별시 동대문구 전농동 298,서울특별시 동대문구 사가정로 66,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5744176,127.0542426,2019-09-16,7001220,한국교원대학교,
B000001851,서울홍파초등학교,초등학교,1960-07-05,공립,본교,운영,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5858976,127.0395874,2019-09-16,7001220,한국교원대학교,
B000001852,서울종암초등학교,초등학교,1922-07-08,공립,본교,운영,서울특별시 동대문구 제기동 1157,서울특별시 동대문구 무학로44길 25,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5821589,127.0311722,2019-09-16,7001220,한국교원대학교,
B000001853,서울홍릉초등학교,초등학교,1967-11-30,공립,본교,운영,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5909805,127.0474406,2019-09-16,7001220,한국교원대학교,
B000001854,서울청량초등학교,초등학교,1937-04-05,공립,본교,운영,서울특별시 동대문구 회기동 1-1,서울특별시 동대문구 회기로25길 31,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5919847,127.0558443,2019-09-16,7001220,한국교원대학교,
B000001855,서울휘봉초등학교,초등학교,2006-03-01,공립,본교,운영,서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 장안벚꽃로 309,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5859982,127.0701251,2019-09-16,7001220,한국교원대학교,
B000001856,경희초등학교,초등학교,1961-05-18,사립,본교,운영,서울특별시 동대문구 회기동 산4-50,서울특별시 동대문구 경희대로 26,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5939495015,127.0548901682,2019-09-16,7001220,한국교원대학교,
B000001857,서울삼육초등학교,초등학교,1913-10-01,사립,본교,운영,서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기로10길 63,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5891291,127.0477488,2019-09-16,7001220,한국교원대학교,
B000001858,은석초등학교,초등학교,1963-04-16,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 205,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5785598048,127.0757635382,2019-09-16,7001220,한국교원대학교,
B000001859,서울면목초등학교,초등학교,1944-11-12,공립,본교,운영,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5913560,127.0876154,2019-09-16,7001220,한국교원대학교,
B000001860,서울면남초등학교,초등학교,1983-10-19,공립,본교,운영,서울특별시 중랑구 면목동 583-15,서울특별시 중랑구 면목로30나길 38,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5769839,127.0880206,2019-09-16,7001220,한국교원대학교,
B000001861,서울동원초등학교,초등학교,1991-05-04,공립,본교,운영,서울특별시 중랑구 망우동 216,서울특별시 중랑구 송림길 114,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6047385,127.1049497,2019-09-16,7001220,한국교원대학교,
B000001862,서울면북초등학교,초등학교,1983-09-05,공립,본교,운영,서울특별시 중랑구 망우동 119,서울특별시 중랑구 용마공원로5길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5944753,127.1034704,2019-09-16,7001220,한국교원대학교,
B000001863,서울망우초등학교,초등학교,1977-03-01,공립,본교,운영,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5983290,127.1035908,2019-09-16,7001220,한국교원대학교,
B000001864,서울면일초등학교,초등학교,1983-04-21,공립,본교,운영,서울특별시 중랑구 망우동 438-2,서울특별시 중랑구 용마산로100길 13,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5921204,127.0998536,2019-09-16,7001220,한국교원대학교,
B000001865,서울면중초등학교,초등학교,1976-06-05,공립,본교,운영,서울특별시 중랑구 면목동 491-1,서울특별시 중랑구 용마산로70길 43,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5824024,127.0966419,2019-09-16,7001220,한국교원대학교,
B000001866,서울중곡초등학교,초등학교,1967-09-05,공립,본교,운영,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5745386,127.0838470,2019-09-16,7001220,한국교원대학교,
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5854287,127.0866805,2019-09-16,7001220,한국교원대학교,
B000001868,서울중목초등학교,초등학교,1997-11-04,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5897528,127.0793361,2019-09-16,7001220,한국교원대학교,
B000001869,서울중랑초등학교,초등학교,1972-05-08,공립,본교,운영,서울특별시 중랑구 면목동 192-1,서울특별시 중랑구 봉우재로6길 26,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5893695,127.0757847,2019-09-16,7001220,한국교원대학교,
B000001870,서울원묵초등학교,초등학교,1995-11-10,공립,본교,운영,서울특별시 중랑구 묵동 11,서울특별시 중랑구 숙선옹주로 109,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6178662,127.0864307,2019-09-16,7001220,한국교원대학교,
B000001871,서울묵현초등학교,초등학교,2004-10-29,공립,본교,운영,서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 동일로157길 75,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6089983,127.0736243,2019-09-16,7001220,한국교원대학교,
B000001872,서울신묵초등학교,초등학교,1984-12-05,공립,본교,운영,서울특별시 중랑구 묵동 246-12,서울특별시 중랑구 동일로149길 46,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6072679,127.0755519,2019-09-16,7001220,한국교원대학교,
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.5981845,127.0836798,2019-09-16,7001220,한국교원대학교,
B000001874,서울신현초등학교,초등학교,1996-03-01,공립,본교,운영,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6055132,127.0934688,2019-09-16,7001220,한국교원대학교,
B000001875,서울신내초등학교,초등학교,1994-01-05,공립,본교,운영,서울특별시 중랑구 신내동 444,서울특별시 중랑구 용마산로125나길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6048021,127.1001538,2019-09-16,7001220,한국교원대학교,
B000001876,서울중화초등학교,초등학교,1946-11-07,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6030032,127.0946485,2019-09-16,7001220,한국교원대학교,
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6132890,127.0923924,2019-09-16,7001220,한국교원대학교,
B000001878,서울묵동초등학교,초등학교,1972-12-23,공립,본교,운영,서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 동일로138길 27,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6040651,127.0814383,2019-09-16,7001220,한국교원대학교,
B000001879,서울중흥초등학교,초등학교,1999-10-02,공립,본교,운영,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6016352,127.0841400,2019-09-16,7001220,한국교원대학교,
B000001880,금성초등학교,초등학교,1965-06-26,사립,본교,운영,서울특별시 중랑구 신내동 651,서울특별시 중랑구 신내로21길 55,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2019-09-10,37.6150153,127.0900306,2019-09-16,7001220,한국교원대학교,
B000001881,서울은빛초등학교,초등학교,2011-05-09,공립,본교,운영,서울특별시 은평구 진관동 41-25,서울특별시 은평구 진관3로 73-17,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6351712,126.9200278,2019-09-16,7001220,한국교원대학교,
B000001882,서울신도초등학교,초등학교,1928-12-01,공립,본교,운영,서울특별시 은평구 진관동 108,서울특별시 은평구 진관1로 77-23,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6327684,126.9291409,2019-09-16,7001220,한국교원대학교,
B000001883,서울은진초등학교,초등학교,2009-04-30,공립,본교,운영,서울특별시 은평구 진관동 104,서울특별시 은평구 진관1로 21-20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6326070,126.9209282,2019-09-16,7001220,한국교원대학교,
B000001884,서울진관초등학교,초등학교,2008-09-01,공립,본교,운영,서울특별시 은평구 진관동 8,서울특별시 은평구 진관4로 78-16,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6450510,126.9291301,2019-09-16,7001220,한국교원대학교,
B000001885,서울북한산초등학교,초등학교,1967-03-25,공립,본교,운영,서울특별시 은평구 진관동 산3,서울특별시 은평구 대서문길 42-3,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6540522,126.9503380,2019-09-16,7001220,한국교원대학교,
B000001886,서울갈현초등학교,초등학교,1967-03-13,공립,본교,운영,서울특별시 은평구 갈현동 451-15,서울특별시 은평구 연서로29길 31,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6192587,126.9166431,2019-09-16,7001220,한국교원대학교,
B000001887,서울구현초등학교,초등학교,2009-04-27,공립,본교,운영,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6092227,126.9058482,2019-09-16,7001220,한국교원대학교,
B000001888,서울구산초등학교,초등학교,1977-11-29,공립,본교,운영,서울특별시 은평구 구산동 152-3,서울특별시 은평구 서오릉로15길 16,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6124476,126.9094521,2019-09-16,7001220,한국교원대학교,
B000001889,서울은평초등학교,초등학교,1931-04-01,공립,본교,운영,서울특별시 은평구 녹번동 40-3,서울특별시 은평구 은평로 239,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6019568,126.9341059,2019-09-16,7001220,한국교원대학교,
B000001890,서울녹번초등학교,초등학교,1982-09-24,공립,본교,운영,서울특별시 은평구 녹번동 174,서울특별시 은평구 녹번로1길 1,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6042910,126.9261110,2019-09-16,7001220,한국교원대학교,
B000001891,서울수리초등학교,초등학교,2011-03-01,공립,본교,운영,서울특별시 은평구 불광동 639,서울특별시 은평구 불광로14길 10-10,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6204888,126.9342435,2019-09-16,7001220,한국교원대학교,
B000001892,서울대조초등학교,초등학교,1967-11-24,공립,본교,운영,서울특별시 은평구 대조동 212-1,서울특별시 은평구 연서로18길 17,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6132233,126.9195884,2019-09-16,7001220,한국교원대학교,
B000001893,서울연신초등학교,초등학교,1976-03-18,공립,본교,운영,서울특별시 은평구 불광동 73-1,서울특별시 은평구 연서로 347,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6262605,126.9282737,2019-09-16,7001220,한국교원대학교,
B000001894,서울불광초등학교,초등학교,1962-04-18,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6134285463,126.9307204120,2019-09-16,7001220,한국교원대학교,
B000001895,서울연천초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6208125,126.9294822,2019-09-16,7001220,한국교원대학교,
B000001896,서울연광초등학교,초등학교,2004-03-01,공립,본교,운영,서울특별시 은평구 불광동 400-6,서울특별시 은평구 연서로35길 37,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6238264,126.9240662,2019-09-16,7001220,한국교원대학교,
B000001897,서울수색초등학교,초등학교,1935-04-01,공립,본교,운영,서울특별시 은평구 수색동 129,서울특별시 은평구 수색로16길 21,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5850571,126.8954934,2019-09-16,7001220,한국교원대학교,
B000001898,서울신사초등학교,초등학교,1980-10-24,공립,본교,운영,서울특별시 은평구 신사동 98-32,서울특별시 은평구 가좌로 275-2,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5926639,126.9121215,2019-09-16,7001220,한국교원대학교,
B000001899,서울서신초등학교,초등학교,2005-03-01,공립,본교,운영,서울특별시 은평구 신사동 194,서울특별시 은평구 은평터널로 150,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5923285,126.9074837,2019-09-16,7001220,한국교원대학교,
B000001900,서울상신초등학교,초등학교,1982-11-11,공립,본교,운영,서울특별시 은평구 신사동 238-2,서울특별시 은평구 가좌로 361,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5976771,126.9048000,2019-09-16,7001220,한국교원대학교,
B000001901,서울역촌초등학교,초등학교,1972-03-16,공립,본교,운영,서울특별시 은평구 역촌동 82-1,서울특별시 은평구 은평로3길 25,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6017363,126.9142657,2019-09-16,7001220,한국교원대학교,
B000001902,서울은명초등학교,초등학교,2008-10-26,공립,본교,운영,서울특별시 은평구 응암동 114-12,서울특별시 은평구 은평로4길 21-9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5979615,126.9188333,2019-09-16,7001220,한국교원대학교,
B000001903,서울연은초등학교,초등학교,1983-09-26,공립,본교,운영,서울특별시 은평구 응암동 759-3,서울특별시 은평구 백련산로2길 35,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5905111346,126.9251778,2019-09-16,7001220,한국교원대학교,
B000001904,서울응암초등학교,초등학교,1962-11-12,공립,본교,운영,서울특별시 은평구 응암동 340,서울특별시 은평구 가좌로6길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5882608,126.9217624,2019-09-16,7001220,한국교원대학교,
B000001905,서울증산초등학교,초등학교,1976-11-26,공립,본교,운영,서울특별시 은평구 증산동 212,서울특별시 은평구 증산서길 61,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5821614,126.9043095,2019-09-16,7001220,한국교원대학교,
B000001906,서울대은초등학교,초등학교,1982-10-08,공립,본교,운영,서울특별시 은평구 대조동 82-5,서울특별시 은평구 통일로69길 12-15,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6118365,126.9261543,2019-09-16,7001220,한국교원대학교,
B000001907,충암초등학교,초등학교,1966-11-09,사립,본교,운영,서울특별시 은평구 응암동 746-17,서울특별시 은평구 가좌로5길 5,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5850457,126.9217386,2019-09-16,7001220,한국교원대학교,
B000001908,선일초등학교,초등학교,1965-09-27,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6197497,126.9126173,2019-09-16,7001220,한국교원대학교,
B000001909,예일초등학교,초등학교,1965-09-26,사립,본교,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6101791,126.9151623,2019-09-16,7001220,한국교원대학교,
B000001910,은혜초등학교,초등학교,1966-03-10,사립,본교,운영,서울특별시 은평구 불광동 331-27,서울특별시 은평구 통일로78가길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.6177328,126.9275737,2019-09-16,7001220,한국교원대학교,
B000001912,서울미동초등학교,초등학교,1896-05-01,공립,본교,운영,서울특별시 서대문구 미근동 36-1,서울특별시 서대문구 충정로 52,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5631109,126.9662737,2019-09-16,7001220,한국교원대학교,
B000001913,서울금화초등학교,초등학교,1924-04-01,공립,본교,운영,서울특별시 서대문구 천연동 13-1,서울특별시 서대문구 통일로 165,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5683284,126.9630251,2019-09-16,7001220,한국교원대학교,
B000001914,서울홍은초등학교,초등학교,1974-03-06,공립,본교,운영,서울특별시 서대문구 홍제동 286-5,서울특별시 서대문구 세검정로 105,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5974199,126.9496287,2019-09-16,7001220,한국교원대학교,
B000001915,서울홍제초등학교,초등학교,1947-01-10,공립,본교,운영,서울특별시 서대문구 홍은동 48-112,서울특별시 서대문구 홍은중앙로 13,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5931186,126.9448285,2019-09-16,7001220,한국교원대학교,
B000001916,서울북성초등학교,초등학교,1941-11-01,공립,본교,운영,서울특별시 서대문구 북아현동 215,서울특별시 서대문구 북아현로1나길 22(북아현동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5591762,126.9522691,2019-09-16,7001220,한국교원대학교,
B000001917,서울연가초등학교,초등학교,1973-09-07,공립,본교,운영,서울특별시 서대문구 남가좌동 364-6,서울특별시 서대문구 증가로12가길 49-50,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5802016,126.9180758,2019-09-16,7001220,한국교원대학교,
B000001918,서울대신초등학교,초등학교,1965-03-10,공립,본교,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5580828,126.9478490,2019-09-16,7001220,한국교원대학교,
B000001919,서울북가좌초등학교,초등학교,1969-03-24,공립,본교,운영,서울특별시 서대문구 북가좌동 376-17,서울특별시 서대문구 거북골로19길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5774792,126.9074665,2019-09-16,7001220,한국교원대학교,
B000001920,서울연희초등학교,초등학교,1968-12-07,공립,본교,운영,서울특별시 서대문구 연희동 88-1,서울특별시 서대문구 연희로 136,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5691670,126.9339564,2019-09-16,7001220,한국교원대학교,
B000001921,서울창서초등학교,초등학교,1961-11-01,공립,본교,운영,서울특별시 서대문구 창천동 53-38,서울특별시 서대문구 연세로5나길 30-3,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5576122,126.9338905,2019-09-16,7001220,한국교원대학교,
B000001922,서울홍연초등학교,초등학교,1975-07-03,공립,본교,운영,서울특별시 서대문구 홍은동 305,서울특별시 서대문구 백련사길 55,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5818632,126.9309472,2019-09-16,7001220,한국교원대학교,
B000001923,서울안산초등학교,초등학교,1937-11-30,공립,본교,운영,서울특별시 서대문구 홍제동 44,서울특별시 서대문구 통일로 321,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5790158,126.9515446,2019-09-16,7001220,한국교원대학교,
B000001924,서울인왕초등학교,초등학교,1962-11-12,공립,본교,운영,서울특별시 서대문구 홍제동 241-113,서울특별시 서대문구 세무서길 33-9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5901698,126.9450604,2019-09-16,7001220,한국교원대학교,
B000001925,서울고은초등학교,초등학교,1971-12-03,공립,본교,운영,서울특별시 서대문구 홍제동 320-12,서울특별시 서대문구 모래내로 441,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5847702,126.9433678,2019-09-16,7001220,한국교원대학교,
B000001926,경기초등학교,초등학교,1964-12-03,사립,본교,운영,서울특별시 서대문구 충정로2가 70-2,서울특별시 서대문구 경기대로9길 10,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5648923,126.9628701,2019-09-16,7001220,한국교원대학교,
B000001927,이화여자대학교사범대학부속초등학교,초등학교,1955-04-08,사립,본교,운영,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5612266,126.9426231,2019-09-16,7001220,한국교원대학교,
B000001928,추계초등학교,초등학교,1964-07-20,사립,본교,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5628641,126.9531684,2019-09-16,7001220,한국교원대학교,
B000001929,명지초등학교,초등학교,1967-03-15,사립,본교,운영,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5835561,126.9280461,2019-09-16,7001220,한국교원대학교,
B000001930,서울공덕초등학교,초등학교,1944-04-11,공립,본교,운영,서울특별시 마포구 공덕동 256-4,서울특별시 마포구 만리재옛길 13,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5457002,126.9537786,2019-09-16,7001220,한국교원대학교,
B000001931,서울창천초등학교,초등학교,1940-04-01,공립,본교,운영,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5548865,126.9393201,2019-09-16,7001220,한국교원대학교,
