,school_name,1_stu_num,2_stu_num,3_stu_num,4_stu_num,5_stu_num,6_stu_num
1490,성진초등학교, 71 , 68 , 79 , 69 , 71 , 71 
1491,본량초등학교, 10 , 5 , 14 , 9 , 15 , 14 
1492,봉선초등학교, 69 , 64 , 71 , 59 , 83 , 73 
1493,효천초등학교, 184 , 195 , 160 , 134 , 160 , 152 
1494,비아초등학교, 81 , 58 , 62 , 48 , 76 , 71 
1495,삼도초등학교, 10 , 9 , 11 , 8 , 6 , 8 
1496,서광초등학교, 73 , 69 , 67 , 64 , 82 , 74 
1497,송정초등학교, 131 , 125 , 115 , 121 , 120 , 145 
1498,송정동초등학교, 77 , 82 , 86 , 82 , 79 , 96 
1499,송정서초등학교, 69 , 72 , 77 , 70 , 60 , 82 
1500,송우초등학교, 84 , 69 , 58 , 84 , 68 , 69 
1501,송정중앙초등학교, 83 , 52 , 70 , 72 , 66 , 66 
1502,송학초등학교, 12 , 12 , 11 , 23 , 13 , 27 
1503,염주초등학교, 91 , 119 , 106 , 106 , 102 , 124 
1504,운남초등학교, 129 , 144 , 106 , 131 , 134 , 139 
1505,월계초등학교, 111 , 95 , 116 , 91 , 115 , 123 
1506,정암초등학교, 85 , 92 , 87 , 102 , 101 , 105 
1507,유안초등학교, 120 , 135 , 143 , 126 , 137 , 164 
1508,운천초등학교, 132 , 111 , 101 , 108 , 111 , 129 
1509,임곡초등학교, 5 , 2 , 6 , 8 , 8 , 6 
1510,장산초등학교, 109 , 80 , 109 , 80 , 96 , 104 
1511,조봉초등학교, 144 , 139 , 139 , 151 , 165 , 161 
1512,미산초등학교, 103 , 75 , 105 , 95 , 109 , 136 
1513,주월초등학교, 221 , 244 , 219 , 205 , 156 , 193 
1514,신가초등학교, 13 , 12 , 24 , 14 , 24 , 30 
1515,진월초등학교, 124 , 95 , 125 , 120 , 137 , 144 
1516,평동초등학교, 10 , 10 , 10 , 16 , 14 , 22 
1517,하남초등학교, 160 , 173 , 156 , 164 , 131 , 134 
1518,어등초등학교, 71 , 90 , 82 , 92 , 73 , 90 
1519,월곡초등학교, 144 , 132 , 117 , 115 , 124 , 142 
1520,하남중앙초등학교, 53 , 59 , 59 , 55 , 60 , 76 
1521,화개초등학교, 148 , 165 , 159 , 140 , 185 , 189 
1522,유덕초등학교, 88 , 86 , 103 , 84 , 89 , 92 
1523,화정남초등학교, 97 , 89 , 116 , 86 , 126 , 105 
1524,금구초등학교, 79 , 92 , 98 , 98 , 87 , 114 
1525,효광초등학교, 54 , 54 , 43 , 49 , 43 , 44 
1526,산월초등학교, 37 , 30 , 36 , 39 , 40 , 36 
1527,유촌초등학교, 114 , 115 , 103 , 110 , 144 , 141 
1528,금당초등학교, 47 , 65 , 50 , 58 , 74 , 86 
1529,신암초등학교, 151 , 138 , 157 , 153 , 167 , 188 
1530,치평초등학교, 99 , 85 , 98 , 95 , 103 , 117 
1531,마지초등학교, 152 , 111 , 114 , 103 , 108 , 130 
1532,마재초등학교, 87 , 61 , 71 , 81 , 81 , 100 
1533,풍영초등학교, 131 , 114 , 109 , 131 , 124 , 140 
1534,진만초등학교, 71 , 53 , 50 , 65 , 54 , 60 
1535,목련초등학교, 41 , 43 , 46 , 36 , 39 , 51 
1536,계수초등학교, 60 , 54 , 67 , 56 , 71 , 66 
1537,운리초등학교, 88 , 100 , 93 , 86 , 98 , 91 
1538,대반초등학교, 114 , 106 , 109 , 95 , 102 , 122 
1539,첨단초등학교, 66 , 70 , 66 , 55 , 75 , 105 
1540,어룡초등학교, 164 , 136 , 131 , 129 , 142 , 159 
1541,봉산초등학교, 171 , 172 , 176 , 183 , 192 , 218 
1542,영천초등학교, 52 , 62 , 65 , 69 , 94 , 88 
1543,월봉초등학교, 161 , 146 , 163 , 154 , 121 , 154 
1544,신창초등학교, 219 , 219 , 238 , 235 , 270 , 274 
1545,불로초등학교, 116 , 109 , 121 , 125 , 144 , 178 
1546,만호초등학교, 175 , 156 , 146 , 180 , 156 , 198 
1547,수문초등학교, 154 , 159 , 163 , 164 , 178 , 226 
1548,도산초등학교, 49 , 47 , 61 , 40 , 46 , 62 
1549,진남초등학교, 140 , 96 , 135 , 127 , 110 , 143 
1550,수완초등학교, 308 , 243 , 300 , 275 , 341 , 328 
1551,광주삼육초등학교, 96 , 102 , 102 , 102 , 102 , 102 
1552,살레시오초등학교, 84 , 84 , 96 , 92 , 89 , 90 
1553,광주송원초등학교, 96 , 104 , 99 , 86 , 94 , 90 
1554,진제초등학교, 100 , 119 , 105 , 107 , 125 , 113 
1555,고실초등학교, 233 , 210 , 245 , 229 , 259 , 229 
1556,장덕초등학교, 183 , 160 , 203 , 174 , 203 , 224 
1557,큰별초등학교, 224 , 227 , 243 , 251 , 229 , 225 
1558,산정초등학교, 266 , 239 , 267 , 221 , 200 , 214 
1559,성덕초등학교, 260 , 247 , 213 , 225 , 171 , 207 
1560,대전석교초등학교, 43 , 47 , 51 , 30 , 50 , 60 
1561,대전판암초등학교, 76 , 91 , 92 , 84 , 94 , 103 
1562,대전은어송초등학교, 163 , 162 , 178 , 152 , 198 , 162 
1563,대전가양초등학교, 134 , 114 , 101 , 128 , 108 , 132 
1564,대전가오초등학교, 152 , 160 , 152 , 146 , 184 , 170 
1565,대전글꽃초등학교, 183 , 188 , 183 , 203 , 208 , 218 
1566,대전대동초등학교, 72 , 56 , 64 , 59 , 67 , 72 
1567,대전대룡초등학교, 92 , 80 , 82 , 76 , 82 , 101 
1568,대전대문초등학교, 58 , 49 , 45 , 39 , 64 , 57 
1569,대전대신초등학교, 17 , 16 , 15 , 9 , 9 , 16 
1570,대전대암초등학교, 28 , 38 , 24 , 29 , 30 , 30 
1571,대전대양초등학교, 83 , 79 , 84 , 77 , 82 , 83 
1572,대전대화초등학교, 40 , 33 , 42 , 46 , 52 , 54 
1573,대전대흥초등학교, 118 , 107 , 126 , 88 , 111 , 117 
1574,대전동도초등학교, 29 , 25 , 23 , 36 , 41 , 33 
1575,대전동광초등학교, 23 , 27 , 11 , 37 , 31 , 27 
1576,대전목양초등학교, 145 , 156 , 151 , 144 , 165 , 151 
1577,대전동산초등학교, 62 , 64 , 56 , 62 , 60 , 63 
1578,대전동서초등학교, 46 , 41 , 62 , 55 , 48 , 65 
1579,대전동문초등학교, 63 , 72 , 50 , 61 , 82 , 67 
1580,대전매봉초등학교, 135 , 139 , 140 , 150 , 149 , 166 
1581,대전목동초등학교, 112 , 138 , 113 , 127 , 137 , 129 
1582,대전문성초등학교, 24 , 30 , 37 , 33 , 26 , 30 
1583,대전문창초등학교, 35 , 29 , 34 , 41 , 29 , 30 
1584,대전문화초등학교, 81 , 51 , 57 , 49 , 72 , 62 
1585,대전법동초등학교, 67 , 56 , 73 , 72 , 69 , 74 
1586,대전보성초등학교, 58 , 69 , 63 , 69 , 63 , 70 
1587,대전보운초등학교, 26 , 34 , 33 , 23 , 35 , 38 
1588,대전산성초등학교, 115 , 118 , 133 , 105 , 102 , 123 
1589,대전삼성초등학교, 29 , 28 , 26 , 28 , 30 , 41 
1590,대전석봉초등학교, 20 , 18 , 13 , 13 , 28 , 32 
1591,대전선화초등학교, 36 , 33 , 40 , 22 , 33 , 32 
1592,대전성남초등학교, 89 , 111 , 85 , 87 , 82 , 95 
1593,대전송촌초등학교, 118 , 137 , 149 , 129 , 162 , 200 
1594,대전신평초등학교, 93 , 74 , 75 , 79 , 103 , 92 
1595,대전신흥초등학교, 211 , 179 , 168 , 139 , 160 , 155 
1596,대전양지초등학교, 50 , 65 , 49 , 58 , 52 , 69 
1597,대전오류초등학교, 60 , 52 , 60 , 49 , 46 , 71 
1598,대전옥계초등학교, 37 , 48 , 61 , 29 , 59 , 56 
1599,대전용운초등학교, 26 , 28 , 21 , 28 , 25 , 31 
1600,대전용전초등학교, 134 , 138 , 133 , 132 , 130 , 161 
1601,대전원평초등학교, 91 , 64 , 75 , 50 , 55 , 64 
1602,대전자양초등학교, 25 , 31 , 28 , 27 , 38 , 37 
1603,대전중리초등학교, 58 , 70 , 63 , 83 , 73 , 98 
1604,대전중앙초등학교, 75 , 82 , 89 , 80 , 89 , 93 
1605,대전중원초등학교, 73 , 80 , 89 , 85 , 97 , 108 
1606,대전중촌초등학교, 24 , 22 , 30 , 43 , 45 , 41 
1607,대전천동초등학교, 186 , 193 , 190 , 179 , 179 , 176 
1608,대전태평초등학교, 106 , 124 , 109 , 97 , 118 , 114 
1609,대전화정초등학교, 59 , 60 , 65 , 51 , 60 , 55 
1610,대전현암초등학교, 22 , 36 , 44 , 39 , 40 , 52 
1611,대전흥룡초등학교, 80 , 116 , 89 , 96 , 97 , 124 
1612,동대전초등학교, 117 , 104 , 134 , 123 , 131 , 145 
1613,동명초등학교, 6 , 13 , 9 , 6 , 11 , 14 
1614,산내초등학교, 139 , 125 , 141 , 136 , 146 , 128 
1615,산서초등학교, 8 , 9 , 12 , 13 , 11 , 11 
1616,산흥초등학교, 13 , 9 , 9 , 12 , 12 , 12 
1617,서대전초등학교, 62 , 57 , 61 , 71 , 60 , 79 
1618,새일초등학교, 62 , 72 , 74 , 72 , 76 , 66 
1619,신탄진초등학교, 68 , 70 , 85 , 76 , 73 , 113 
1620,신탄진용정초등학교, 60 , 59 , 52 , 45 , 52 , 72 
1621,세천초등학교, 6 , 6 , 8 , 4 , 11 , 6 
1622,대전유평초등학교, 64 , 65 , 63 , 70 , 78 , 84 
1623,와동초등학교, 58 , 43 , 53 , 62 , 47 , 49 
1624,장동초등학교, 3 , 17 , 12 , 10 , 16 , 8 
1625,회덕초등학교, 39 , 55 , 48 , 36 , 55 , 41 
1626,대전목상초등학교, 61 , 64 , 71 , 70 , 80 , 80 
1627,대전버드내초등학교, 170 , 158 , 163 , 168 , 191 , 208 
1628,대전비래초등학교, 66 , 90 , 77 , 91 , 96 , 107 
1629,대전성모초등학교, 120 , 120 , 122 , 113 , 115 , 114 
1630,대전새여울초등학교, 165 , 149 , 111 , 97 , 88 , 75 
1631,대전자운초등학교, 112 , 135 , 113 , 109 , 99 , 87 
1632,대전선유초등학교, 208 , 178 , 128 , 104 , 92 , 79 
1633,가수원초등학교, 107 , 98 , 85 , 85 , 95 , 108 
1634,구즉초등학교, 103 , 87 , 86 , 90 , 98 , 94 
1635,금성초등학교, 105 , 87 , 125 , 82 , 101 , 113 
1636,기성초등학교, 7 , 11 , 11 , 10 , 9 , 16 
1637,기성초등학교길헌분교장, - , 4 , 3 , 5 , 2 , 3 
1638,남선초등학교, 7 , 12 , 5 , 7 , 12 , 5 
1639,대덕초등학교, 104 , 77 , 91 , 74 , 88 , 85 
1640,대덕초등학교도룡분교장, 9 , 9 , 11 , 7 , 11 , 13 
1641,대전가장초등학교, 158 , 136 , 150 , 142 , 120 , 126 
1642,대전갈마초등학교, 86 , 65 , 73 , 72 , 67 , 88 
1643,대전갑천초등학교, 121 , 142 , 131 , 113 , 101 , 136 
1644,대전관저초등학교, 90 , 96 , 63 , 78 , 77 , 95 
1645,대전구봉초등학교, 136 , 109 , 108 , 113 , 117 , 130 
1646,대전금동초등학교, 118 , 96 , 73 , 96 , 82 , 107 
1647,대전내동초등학교, 183 , 186 , 230 , 172 , 216 , 213 
1648,대전교촌초등학교, 68 , 66 , 82 , 55 , 76 , 78 
1649,대전도마초등학교, 112 , 115 , 123 , 121 , 117 , 134 
1650,대전둔산초등학교, 125 , 102 , 111 , 76 , 100 , 114 
1651,대전둔원초등학교, 167 , 156 , 149 , 148 , 161 , 198 
1652,대전둔천초등학교, 60 , 50 , 50 , 34 , 54 , 65 
1653,대전만년초등학교, 48 , 53 , 57 , 43 , 76 , 65 
1654,대전문정초등학교, 85 , 76 , 89 , 105 , 119 , 131 
1655,대전백운초등학교, 118 , 113 , 120 , 96 , 108 , 105 
1656,대전변동초등학교, 56 , 66 , 61 , 63 , 67 , 74 
1657,대전복수초등학교, 82 , 114 , 91 , 103 , 94 , 111 
1658,대전봉산초등학교, 117 , 85 , 112 , 108 , 96 , 115 
1659,대전삼천초등학교, 103 , 109 , 118 , 101 , 116 , 145 
1660,대전샘머리초등학교, 162 , 164 , 160 , 147 , 143 , 154 
1661,대전서부초등학교, 114 , 123 , 108 , 99 , 101 , 132 
1662,대전서원초등학교, 101 , 114 , 121 , 137 , 154 , 168 
1663,대전선암초등학교, 106 , 106 , 96 , 76 , 79 , 66 
1664,대전성룡초등학교, 175 , 192 , 188 , 193 , 207 , 208 
1665,대전수미초등학교, 22 , 29 , 42 , 20 , 22 , 39 
1666,대전수정초등학교, 35 , 40 , 40 , 42 , 35 , 54 
1667,대전송림초등학교, 53 , 62 , 60 , 33 , 62 , 62 
1668,대전성천초등학교, 31 , 18 , 17 , 19 , 13 , 31 
1669,대전송강초등학교, 87 , 131 , 78 , 86 , 79 , 129 
1670,대전월평초등학교, 34 , 46 , 34 , 36 , 36 , 46 
1671,대전어은초등학교, 136 , 101 , 127 , 128 , 124 , 143 
1672,대전느리울초등학교, 146 , 131 , 145 , 130 , 130 , 169 
1673,대전유천초등학교, 54 , 67 , 65 , 68 , 83 , 101 
1674,대전전민초등학교, 198 , 224 , 183 , 181 , 187 , 188 
1675,대전정림초등학교, 110 , 138 , 119 , 117 , 98 , 139 
1676,대전죽동초등학교, 183 , 116 , 109 , 74 , 70 , 57 
1677,대전탄방초등학교, 138 , 133 , 140 , 132 , 140 , 141 
1678,덕송초등학교, 44 , 40 , 29 , 35 , 27 , 39 
1679,문지초등학교, 89 , 89 , 86 , 87 , 104 , 118 
1680,봉암초등학교, 7 , 7 , 7 , 19 , 12 , 8 
1681,외삼초등학교, 132 , 103 , 114 , 121 , 126 , 157 
1682,유성초등학교, 35 , 25 , 33 , 25 , 34 , 46 
1683,진잠초등학교, 81 , 101 , 97 , 89 , 95 , 105 
1684,학하초등학교, 10 , 12 , 16 , 15 , 12 , 9 
1685,한밭초등학교, 242 , 220 , 263 , 268 , 326 , 338 
1686,흥도초등학교, 179 , 163 , 173 , 144 , 163 , 118 
1687,대전상지초등학교, 95 , 129 , 108 , 120 , 133 , 129 
1688,대전지족초등학교, 90 , 116 , 107 , 106 , 105 , 125 
1689,대전장대초등학교, 71 , 61 , 61 , 51 , 60 , 78 
1690,대전노은초등학교, 190 , 195 , 175 , 162 , 186 , 174 
1691,대전대정초등학교, 81 , 69 , 81 , 62 , 65 , 87 
1692,대전하기초등학교, 119 , 106 , 112 , 108 , 122 , 130 
1693,대전원앙초등학교, 66 , 49 , 50 , 78 , 50 , 82 
1694,대전두리초등학교, 133 , 120 , 126 , 113 , 123 , 141 
1695,대전신계초등학교, 165 , 186 , 179 , 199 , 182 , 213 
1696,대전동화초등학교, 127 , 132 , 123 , 122 , 126 , 148 
1697,대전반석초등학교, 250 , 261 , 287 , 233 , 251 , 246 
1698,대전배울초등학교, 132 , 119 , 119 , 122 , 134 , 142 
1699,대전용산초등학교, 57 , 78 , 76 , 60 , 89 , 93 
1700,대전관평초등학교, 97 , 65 , 83 , 76 , 69 , 85 
1701,대전상대초등학교, 180 , 198 , 176 , 196 , 191 , 188 
1702,대전봉명초등학교, 190 , 163 , 169 , 162 , 144 , 135 
1703,대전도안초등학교, 240 , 211 , 217 , 166 , 189 , 201 
1704,대전삼육초등학교, 108 , 107 , 102 , 94 , 103 , 73 
1705,대전원신흥초등학교, 74 , 83 , 44 , 61 , 55 , 52 
1706,대전계산초등학교, 128 , 122 , 87 , 95 , 93 , 78 
1707,대전상원초등학교, 167 , 165 , 147 , 155 , 132 , 136 
1708,대전새미래초등학교, 171 , 159 , 120 , 118 , 100 , 86 
1709,대전도솔초등학교, 255 , 227 , 208 , 208 , 219 , 198 
1710,강동초등학교, 272 , 229 , 223 , 195 , 162 , 153 
1711,남목초등학교, 123 , 130 , 112 , 122 , 116 , 96 
1712,남외초등학교, 144 , 149 , 121 , 131 , 135 , 149 
1713,내황초등학교, 132 , 109 , 97 , 105 , 92 , 87 
1714,녹수초등학교, 126 , 119 , 106 , 96 , 84 , 102 
1715,중산초등학교, 271 , 215 , 208 , 143 , 120 , 130 
1716,농서초등학교, 164 , 182 , 200 , 206 , 197 , 222 
1717,농소초등학교, 67 , 59 , 40 , 38 , 38 , 33 
1718,다운초등학교, 53 , 51 , 67 , 51 , 77 , 74 
1719,다전초등학교, 45 , 51 , 61 , 48 , 51 , 59 
1720,동부초등학교, 158 , 133 , 138 , 118 , 126 , 139 
1721,동천초등학교, 95 , 121 , 99 , 118 , 128 , 112 
1722,매곡초등학교, 170 , 171 , 152 , 166 , 193 , 173 
1723,명덕초등학교, 116 , 111 , 93 , 111 , 86 , 94 
1724,명정초등학교, 127 , 129 , 131 , 136 , 123 , 156 
1725,명촌초등학교, 182 , 118 , 156 , 106 , 130 , 126 
1726,문현초등학교, 110 , 110 , 111 , 109 , 102 , 109 
1727,무룡초등학교, 105 , 88 , 84 , 76 , 88 , 79 
1728,미포초등학교, 143 , 136 , 130 , 112 , 116 , 127 
1729,방어진초등학교, 137 , 144 , 136 , 124 , 102 , 100 
1730,백양초등학교, 148 , 166 , 136 , 133 , 151 , 151 
1731,병영초등학교, 71 , 81 , 66 , 69 , 66 , 66 
1732,복산초등학교, 15 , 10 , 6 , 6 , 3 , 30 
1733,삼일초등학교, 78 , 62 , 87 , 69 , 76 , 86 
1734,상안초등학교, 132 , 130 , 170 , 146 , 145 , 187 
1735,상진초등학교, 72 , 87 , 76 , 82 , 69 , 89 
1736,서부초등학교, 164 , 131 , 129 , 142 , 141 , 163 
1737,성안초등학교, 129 , 126 , 125 , 106 , 132 , 145 
1738,송정초등학교, 121 , 121 , 140 , 140 , 143 , 167 
1739,화봉초등학교, 89 , 101 , 74 , 96 , 111 , 115 
1740,신천초등학교, 97 , 99 , 109 , 90 , 108 , 126 
1741,약사초등학교, 140 , 109 , 96 , 124 , 90 , 126 
1742,약수초등학교, 16 , 10 , 13 , 13 , 17 , 15 
1743,양사초등학교, 52 , 34 , 61 , 42 , 37 , 51 
1744,연암초등학교, 75 , 74 , 86 , 69 , 86 , 89 
1745,염포초등학교, 109 , 106 , 106 , 90 , 93 , 100 
1746,옥성초등학교, 34 , 44 , 59 , 33 , 50 , 53 
1747,우정초등학교, 136 , 141 , 141 , 131 , 153 , 134 
1748,울산초등학교, 229 , 251 , 242 , 177 , 173 , 154 
1749,울산양정초등학교, 114 , 96 , 93 , 75 , 97 , 99 
1750,이화초등학교, 81 , 86 , 99 , 77 , 83 , 81 
1751,일산초등학교, 34 , 36 , 42 , 32 , 51 , 62 
1752,전하초등학교, 186 , 168 , 181 , 149 , 170 , 166 
1753,주전초등학교, 7 , 8 , 12 , 11 , 8 , 11 
1754,천곡초등학교, 153 , 154 , 151 , 175 , 180 , 185 
1755,태화초등학교, 153 , 149 , 147 , 156 , 148 , 146 
1756,평산초등학교, 78 , 79 , 73 , 72 , 66 , 69 
1757,학성초등학교, 75 , 89 , 73 , 106 , 85 , 102 
1758,함월초등학교, 65 , 77 , 61 , 63 , 62 , 54 
1759,호계초등학교, 44 , 42 , 39 , 56 , 55 , 65 
1760,화암초등학교, 152 , 139 , 156 , 145 , 146 , 154 
1761,화정초등학교, 117 , 111 , 118 , 95 , 99 , 119 
1762,화진초등학교, 204 , 183 , 179 , 140 , 127 , 122 
1763,연암초등학교효문분교장, - , 1 , - , - , - , 1 
1764,양지초등학교, 71 , 68 , 83 , 62 , 59 , 67 
1765,매산초등학교, 195 , 203 , 179 , 197 , 183 , 212 
1766,동대초등학교, 96 , 95 , 109 , 90 , 91 , 114 
1767,외솔초등학교, 179 , 150 , 138 , 127 , 108 , 102 
1768,고헌초등학교, 114 , 66 , 62 , 36 , 29 , 21 
1769,은월초등학교, 171 , 161 , 99 , 87 , 67 , 69 
1770,강남초등학교, 95 , 79 , 76 , 87 , 65 , 80 
1771,개운초등학교, 102 , 138 , 101 , 119 , 109 , 128 
1772,격동초등학교, 85 , 81 , 94 , 83 , 125 , 111 
1773,구영초등학교, 152 , 167 , 171 , 151 , 172 , 159 
1774,상북초등학교소호분교장, 7 , - , 5 , 4 , 7 , 5 
1775,굴화초등학교, 125 , 90 , 100 , 94 , 95 , 109 
1776,남산초등학교, 82 , 82 , 74 , 119 , 123 , 119 
1777,대현초등학교, 188 , 184 , 152 , 166 , 149 , 163 
1778,덕신초등학교, 122 , 134 , 136 , 110 , 129 , 125 
1779,도산초등학교, 57 , 64 , 68 , 65 , 71 , 73 
1780,동백초등학교, 127 , 107 , 106 , 97 , 134 , 131 
1781,동평초등학교, 43 , 38 , 42 , 39 , 55 , 50 
1782,두동초등학교, 13 , 17 , 13 , 24 , 18 , 20 
1783,두서초등학교, 2 , 5 , 7 , 7 , 8 , 13 
1784,명산초등학교, 19 , 12 , 6 , 4 , 9 , 5 
1785,무거초등학교, 240 , 206 , 234 , 190 , 188 , 209 
1786,반곡초등학교, 4 , 8 , 9 , 11 , 12 , 13 
1787,반천초등학교, 25 , 23 , 30 , 18 , 27 , 25 
1788,방기초등학교, 10 , 15 , 15 , 19 , 13 , 35 
1789,백합초등학교, 96 , 108 , 95 , 104 , 115 , 122 
1790,범서초등학교, 196 , 173 , 179 , 180 , 202 , 196 
1791,삼동초등학교, 5 , 13 , 7 , 10 , 6 , 6 
1792,삼산초등학교, 130 , 120 , 106 , 119 , 115 , 122 
1793,삼신초등학교, 197 , 180 , 179 , 178 , 174 , 188 
1794,삼정초등학교, 72 , 74 , 58 , 64 , 59 , 64 
1795,삼평초등학교, 4 , 8 , 10 , 9 , 11 , 11 
1796,삼호초등학교, 50 , 41 , 58 , 54 , 58 , 63 
1797,서생초등학교, 40 , 19 , 29 , 22 , 25 , 27 
1798,선암초등학교, 27 , 27 , 28 , 30 , 26 , 15 
1799,성동초등학교, 13 , 17 , 15 , 14 , 20 , 20 
1800,수암초등학교, 100 , 104 , 104 , 113 , 95 , 125 
1801,신복초등학교, 77 , 75 , 83 , 71 , 80 , 70 
1802,신정초등학교, 181 , 177 , 202 , 179 , 186 , 167 
1803,야음초등학교, 33 , 31 , 32 , 38 , 45 , 59 
1804,언양초등학교, 168 , 142 , 138 , 128 , 127 , 128 
1805,여천초등학교, 12 , 11 , 15 , 14 , 19 , 22 
1806,옥동초등학교, 183 , 131 , 150 , 133 , 141 , 149 
1807,옥산초등학교, 65 , 93 , 96 , 82 , 117 , 142 
1808,옥서초등학교, 60 , 44 , 42 , 60 , 79 , 81 
1809,옥현초등학교, 70 , 60 , 62 , 42 , 71 , 82 
1810,온남초등학교, 207 , 209 , 228 , 187 , 212 , 226 
1811,온산초등학교, 81 , 83 , 68 , 74 , 59 , 70 
1812,온양초등학교, 108 , 87 , 92 , 94 , 110 , 86 
1813,울산남부초등학교, 111 , 112 , 123 , 120 , 123 , 126 
1814,문수초등학교, 45 , 31 , 29 , 16 , 28 , 29 
1815,울산중앙초등학교, 44 , 46 , 63 , 53 , 46 , 53 
1816,울주명지초등학교, 128 , 124 , 150 , 141 , 166 , 165 
1817,웅촌초등학교, 22 , 26 , 20 , 28 , 32 , 28 
1818,월봉초등학교, 162 , 137 , 136 , 126 , 119 , 107 
1819,월평초등학교, 35 , 33 , 25 , 31 , 29 , 44 
1820,장생포초등학교, 3 , 2 , 5 , 6 , 3 , 4 
1821,중남초등학교, 43 , 68 , 33 , 40 , 47 , 58 
1822,척과초등학교, 10 , 7 , 4 , 12 , - , 15 
1823,천상초등학교, 98 , 116 , 126 , 120 , 115 , 168 
1824,청량초등학교, 56 , 48 , 50 , 52 , 41 , 49 
1825,월계초등학교, 67 , 54 , 56 , 70 , 67 , 72 
1826,용연초등학교, 183 , 143 , 132 , 117 , 110 , 112 
1827,영화초등학교, 176 , 173 , 170 , 181 , 169 , 178 
1828,호연초등학교, 103 , 100 , 96 , 105 , 125 , 129 
1829,청솔초등학교, 152 , 140 , 133 , 126 , 124 , 125 
1830,상북초등학교, 34 , 39 , 30 , 46 , 32 , 34 
1831,웅촌초등학교검단분교장, - , - , 1 , - , 3 , - 
1832,부강초등학교, 50 , 40 , 46 , 40 , 42 , 34 
1833,의랑초등학교, 11 , 10 , 12 , 10 , 12 , 8 
1834,장기초등학교, 22 , 17 , 13 , 22 , 15 , 17 
1835,감성초등학교, 15 , 13 , 14 , 15 , 19 , 18 
1836,금남초등학교, 36 , 38 , 43 , 42 , 29 , 29 
1837,소정초등학교, 15 , 18 , 15 , 19 , 20 , 24 
1838,수왕초등학교, 12 , 12 , 12 , 12 , 12 , 12 
1839,쌍류초등학교, 17 , 5 , 14 , 9 , 15 , 14 
1840,연남초등학교, 21 , 8 , 14 , 6 , 15 , 6 
1841,연동초등학교, 13 , 6 , 13 , 13 , 10 , 8 
1842,연봉초등학교, 29 , 22 , 22 , 26 , 31 , 28 
1843,연서초등학교, 27 , 26 , 36 , 15 , 23 , 17 
1844,전동초등학교, 10 , 10 , 8 , 4 , 25 , 12 
1845,전의초등학교, 32 , 23 , 38 , 29 , 39 , 47 
1846,조치원교동초등학교, 45 , 43 , 47 , 41 , 65 , 47 
1847,조치원대동초등학교, 132 , 144 , 143 , 145 , 161 , 144 
1848,조치원명동초등학교, 30 , 31 , 32 , 29 , 29 , 39 
1849,조치원신봉초등학교, 58 , 62 , 66 , 61 , 72 , 73 
1850,세종도원초등학교, 148 , 119 , 143 , 125 , 138 , 126 
1851,참샘초등학교, 100 , 125 , 97 , 126 , 144 , 147 
1852,한솔초등학교, 106 , 128 , 116 , 130 , 126 , 112 
1853,도담초등학교, 240 , 241 , 258 , 256 , 286 , 247 
1854,연세초등학교, 119 , 86 , 94 , 77 , 99 , 104 
1855,미르초등학교, 149 , 120 , 146 , 161 , 140 , 138 
1856,아름초등학교, 203 , 216 , 235 , 207 , 241 , 215 
1857,연양초등학교, 178 , 216 , 216 , 181 , 216 , 178 
1858,나래초등학교, 199 , 217 , 209 , 188 , 211 , 205 
1859,늘봄초등학교, 88 , 69 , 81 , 70 , 89 , 66 
1860,종촌초등학교, 156 , 170 , 156 , 176 , 157 , 171 
1861,온빛초등학교, 167 , 188 , 182 , 198 , 156 , 180 
1862,고운초등학교, 190 , 197 , 167 , 169 , 168 , 172 
1863,으뜸초등학교, 100 , 81 , 75 , 66 , 66 , 69 
1864,두루초등학교, 228 , 172 , 183 , 169 , 187 , 143 
1865,양지초등학교, 102 , 105 , 102 , 103 , 83 , 92 
1866,다빛초등학교, 115 , 85 , 90 , 83 , 69 , 77 
1867,가락초등학교, 95 , 83 , 99 , 80 , 59 , 64 
1868,보람초등학교, 242 , 244 , 218 , 218 , 187 , 189 
1869,소담초등학교, 210 , 211 , 192 , 148 , 153 , 125 
1870,글벗초등학교, 137 , 122 , 139 , 94 , 96 , 97 
1871,여울초등학교, 104 , 96 , 66 , 73 , 68 , 65 
1872,가득초등학교, 120 , 131 , 103 , 111 , 89 , 95 
1873,새뜸초등학교, 104 , 93 , 91 , 90 , 90 , 73 
1874,새롬초등학교, 206 , 215 , 191 , 190 , 188 , 202 
1875,새움초등학교, 67 , 53 , 58 , 39 , 57 , 36 
1876,한결초등학교, 191 , 171 , 159 , 148 , 122 , 143 
1877,대평초등학교, 151 , 113 , 107 , 105 , 97 , 106 
1878,다정초등학교, 204 , 160 , 136 , 141 , 141 , 136 
1879,솔빛초등학교, 10 , 19 , 15 , 12 , 7 , 16 
1880,광교초등학교, 241 , 217 , 210 , 168 , 185 , 180 
1881,이의초등학교, 243 , 226 , 224 , 154 , 183 , 177 
1882,선행초등학교, 163 , 102 , 133 , 109 , 106 , 103 
1883,곡정초등학교, 304 , 292 , 248 , 237 , 226 , 222 
1884,수원중촌초등학교, 155 , 159 , 174 , 129 , 101 , 121 
1885,능실초등학교, 243 , 242 , 229 , 177 , 163 , 134 
1886,고색초등학교, 90 , 110 , 73 , 100 , 92 , 112 
1887,고현초등학교, 34 , 26 , 30 , 26 , 31 , 44 
