,school_name,1_stu_num,2_stu_num,3_stu_num,4_stu_num,5_stu_num,6_stu_num
0,서울군자초등학교, 42 , 57 , 55 , 47 , 56 , 54 
1,서울답십리초등학교, 187 , 150 , 175 , 144 , 152 , 173 
2,서울동답초등학교, 88 , 87 , 89 , 74 , 89 , 81 
3,서울동원초등학교, 84 , 62 , 65 , 68 , 59 , 77 
4,서울망우초등학교, 64 , 71 , 63 , 64 , 83 , 78 
5,서울면남초등학교, 68 , 70 , 60 , 60 , 53 , 67 
6,서울면동초등학교, 181 , 169 , 143 , 163 , 154 , 165 
7,서울면목초등학교, 136 , 115 , 144 , 109 , 139 , 137 
8,서울면북초등학교, 31 , 29 , 36 , 29 , 23 , 19 
9,서울면일초등학교, 141 , 138 , 135 , 101 , 131 , 132 
10,서울면중초등학교, 48 , 40 , 39 , 46 , 45 , 48 
11,서울묵동초등학교, 99 , 86 , 82 , 69 , 60 , 89 
12,서울배봉초등학교, 69 , 101 , 74 , 63 , 100 , 99 
13,서울봉화초등학교, 104 , 103 , 103 , 83 , 121 , 118 
14,서울상봉초등학교, 109 , 109 , 114 , 106 , 107 , 118 
15,서울신내초등학교, 144 , 148 , 168 , 168 , 170 , 158 
16,서울신답초등학교, 98 , 69 , 78 , 74 , 60 , 98 
17,서울신묵초등학교, 81 , 71 , 66 , 69 , 83 , 77 
18,서울신현초등학교, 88 , 95 , 92 , 79 , 72 , 104 
19,서울안평초등학교, 195 , 196 , 182 , 166 , 186 , 173 
20,서울용두초등학교, 81 , 70 , 64 , 60 , 80 , 76 
21,서울원묵초등학교, 203 , 181 , 203 , 188 , 166 , 194 
22,서울이문초등학교, 159 , 161 , 152 , 135 , 157 , 158 
23,서울장평초등학교, 204 , 166 , 188 , 172 , 187 , 194 
24,서울전곡초등학교, 67 , 71 , 68 , 70 , 93 , 97 
25,서울전농초등학교, 177 , 166 , 145 , 141 , 131 , 141 
26,서울전동초등학교, 142 , 126 , 136 , 149 , 126 , 141 
27,서울종암초등학교, 80 , 85 , 107 , 105 , 94 , 102 
28,서울중곡초등학교, 171 , 165 , 156 , 154 , 184 , 152 
29,서울중랑초등학교, 145 , 114 , 120 , 131 , 125 , 128 
30,서울중목초등학교, 63 , 59 , 64 , 64 , 67 , 89 
31,서울중화초등학교, 257 , 238 , 269 , 240 , 259 , 224 
32,서울청량초등학교, 115 , 120 , 133 , 125 , 140 , 167 
33,서울홍릉초등학교, 85 , 77 , 63 , 90 , 61 , 70 
34,서울홍파초등학교, 49 , 36 , 45 , 53 , 48 , 67 
35,서울휘경초등학교, 47 , 57 , 55 , 73 , 67 , 62 
36,서울중흥초등학교, 34 , 36 , 41 , 36 , 46 , 52 
37,서울묵현초등학교, 109 , 105 , 107 , 85 , 114 , 109 
38,서울휘봉초등학교, 138 , 126 , 123 , 112 , 140 , 127 
39,서울새솔초등학교, 237 , 246 , 136 , 147 , 159 , 111 
40,경희초등학교, 122 , 102 , 96 , 90 , 92 , 84 
41,금성초등학교, 120 , 114 , 96 , 100 , 88 , 80 
42,서울삼육초등학교, 120 , 117 , 126 , 92 , 108 , 101 
43,은석초등학교, 121 , 116 , 109 , 103 , 118 , 91 
44,서울갈현초등학교, 225 , 202 , 223 , 223 , 216 , 242 
45,서울고은초등학교, 102 , 81 , 98 , 89 , 79 , 98 
46,서울공덕초등학교, 125 , 95 , 103 , 110 , 108 , 161 
47,서울구산초등학교, 177 , 178 , 194 , 149 , 186 , 187 
48,서울금화초등학교, 81 , 104 , 89 , 111 , 106 , 109 
49,서울녹번초등학교, 161 , 150 , 147 , 140 , 146 , 144 
50,서울대신초등학교, 34 , 31 , 32 , 29 , 28 , 38 
51,서울대은초등학교, 45 , 48 , 58 , 49 , 69 , 72 
52,서울대조초등학교, 160 , 168 , 156 , 151 , 177 , 169 
53,서울동교초등학교, 164 , 172 , 157 , 157 , 153 , 206 
54,서울마포초등학교, 145 , 122 , 153 , 129 , 132 , 149 
55,서울망원초등학교, 57 , 56 , 48 , 52 , 55 , 56 
56,서울미동초등학교, 60 , 60 , 75 , 61 , 93 , 88 
57,서울북가좌초등학교, 204 , 215 , 218 , 188 , 235 , 245 
58,서울북성초등학교, 142 , 128 , 121 , 119 , 89 , 80 
59,서울북한산초등학교, 24 , 30 , 27 , 29 , 16 , 13 
60,서울불광초등학교, 145 , 134 , 155 , 141 , 118 , 151 
61,서울상신초등학교, 117 , 112 , 94 , 105 , 117 , 110 
62,서울상암초등학교, 121 , 107 , 102 , 99 , 123 , 115 
63,서울서강초등학교, 207 , 148 , 173 , 147 , 168 , 169 
64,서울서교초등학교, 97 , 85 , 108 , 108 , 106 , 137 
65,서울성산초등학교, 135 , 124 , 143 , 116 , 129 , 156 
66,서울성서초등학교, 98 , 116 , 108 , 112 , 126 , 128 
67,서울성원초등학교, 77 , 97 , 78 , 77 , 83 , 128 
68,서울소의초등학교, 79 , 69 , 91 , 70 , 90 , 92 
69,서울수색초등학교, 29 , 26 , 24 , 25 , 33 , 56 
70,서울신도초등학교, 201 , 231 , 234 , 222 , 224 , 270 
71,서울신북초등학교, 146 , 137 , 181 , 139 , 152 , 185 
72,서울신사초등학교, 93 , 75 , 74 , 75 , 66 , 82 
73,서울신석초등학교, 131 , 132 , 148 , 113 , 148 , 150 
74,서울아현초등학교, 95 , 83 , 89 , 82 , 98 , 92 
75,서울안산초등학교, 109 , 129 , 143 , 118 , 116 , 104 
76,서울역촌초등학교, 326 , 298 , 307 , 283 , 282 , 299 
77,서울연가초등학교, 249 , 189 , 206 , 188 , 205 , 215 
78,서울연신초등학교, 56 , 60 , 46 , 43 , 48 , 71 
79,서울연은초등학교, 140 , 116 , 117 , 112 , 115 , 108 
80,서울연천초등학교, 50 , 58 , 54 , 49 , 65 , 58 
81,서울연희초등학교, 127 , 125 , 138 , 139 , 155 , 162 
82,서울염리초등학교, 264 , 245 , 221 , 198 , 257 , 228 
83,서울용강초등학교, 98 , 58 , 69 , 86 , 79 , 85 
84,서울은평초등학교, 90 , 77 , 107 , 86 , 84 , 121 
85,서울응암초등학교, 169 , 135 , 124 , 93 , 118 , 144 
86,서울인왕초등학교, 62 , 75 , 80 , 69 , 90 , 99 
87,서울중동초등학교, 110 , 99 , 100 , 91 , 96 , 81 
88,서울증산초등학교, 99 , 90 , 130 , 125 , 98 , 134 
89,서울창서초등학교, 28 , 28 , 30 , 28 , 41 , 27 
90,서울창천초등학교, 13 , 19 , 20 , 26 , 27 , 24 
91,서울한서초등학교, 96 , 84 , 57 , 43 , 35 , 31 
92,서울홍연초등학교, 130 , 116 , 140 , 125 , 140 , 144 
93,서울홍은초등학교, 69 , 52 , 51 , 61 , 70 , 67 
94,서울홍제초등학교, 134 , 151 , 145 , 141 , 133 , 155 
95,서울연광초등학교, 59 , 46 , 63 , 36 , 41 , 53 
96,서울서신초등학교, 95 , 91 , 115 , 104 , 120 , 123 
97,서울상지초등학교, 111 , 130 , 118 , 113 , 157 , 146 
98,서울구현초등학교, 93 , 117 , 107 , 106 , 112 , 129 
99,서울은명초등학교, 180 , 172 , 198 , 190 , 178 , 218 
100,서울은진초등학교, 126 , 143 , 107 , 135 , 152 , 133 
101,서울진관초등학교, 176 , 162 , 167 , 165 , 168 , 191 
102,서울수리초등학교, 96 , 87 , 81 , 75 , 74 , 97 
103,서울은빛초등학교, 156 , 169 , 180 , 236 , 234 , 241 
104,서울하늘초등학교, 118 , 146 , 193 , 208 , 233 , 197 
105,서울가재울초등학교, 328 , 276 , 283 , 292 , 189 , 179 
106,경기초등학교, 97 , 96 , 96 , 91 , 96 , 93 
107,명지초등학교, 122 , 121 , 119 , 109 , 110 , 97 
108,선일초등학교, 85 , 72 , 79 , 64 , 75 , 57 
109,예일초등학교, 87 , 83 , 85 , 81 , 86 , 79 
110,은혜초등학교, - , - , - , - , - , - 
111,이화여자대학교사범대학부속초등학교, 104 , 104 , 104 , 104 , 104 , 104 
112,추계초등학교, 61 , 60 , 53 , 52 , 51 , 40 
113,충암초등학교, 131 , 97 , 113 , 102 , 71 , 89 
114,홍익대학교사범대학부속초등학교, 85 , 84 , 79 , 74 , 54 , 78 
115,서울어울초등학교, 95 , 56 , 54 , 41 , 35 , 24 
116,서울가산초등학교, 49 , 53 , 48 , 60 , 47 , 76 
117,서울개명초등학교, 75 , 80 , 69 , 65 , 79 , 90 
118,서울개봉초등학교, 223 , 208 , 208 , 206 , 204 , 198 
119,서울개웅초등학교, 108 , 104 , 83 , 89 , 103 , 125 
120,서울고산초등학교, 94 , 64 , 82 , 69 , 98 , 93 
121,서울고척초등학교, 70 , 60 , 68 , 69 , 81 , 88 
122,서울구로남초등학교, 117 , 95 , 99 , 83 , 87 , 86 
123,서울구로초등학교, 99 , 89 , 102 , 93 , 78 , 106 
124,서울구일초등학교, 220 , 221 , 205 , 200 , 235 , 201 
125,서울금산초등학교, 68 , 54 , 61 , 54 , 45 , 60 
126,서울금천초등학교, 25 , 27 , 29 , 29 , 27 , 40 
127,서울당산초등학교, 70 , 68 , 69 , 61 , 60 , 84 
128,서울당서초등학교, 233 , 220 , 185 , 210 , 211 , 188 
129,서울당중초등학교, 97 , 115 , 97 , 84 , 95 , 84 
130,서울대길초등학교, 106 , 109 , 103 , 87 , 94 , 102 
131,서울대동초등학교, 72 , 68 , 70 , 70 , 78 , 87 
132,서울대방초등학교, 103 , 92 , 85 , 65 , 65 , 106 
133,서울대영초등학교, 134 , 113 , 98 , 108 , 105 , 98 
134,서울덕의초등학교, 214 , 193 , 198 , 193 , 195 , 179 
135,서울도림초등학교, 97 , 97 , 88 , 65 , 97 , 92 
136,서울도신초등학교, 51 , 55 , 69 , 72 , 67 , 99 
137,서울독산초등학교, 100 , 122 , 118 , 114 , 92 , 119 
138,서울동구로초등학교, 84 , 70 , 69 , 59 , 68 , 89 
139,서울두산초등학교, 115 , 90 , 85 , 91 , 99 , 78 
140,서울매봉초등학교, 60 , 60 , 47 , 47 , 49 , 63 
141,서울문교초등학교, 42 , 53 , 54 , 42 , 67 , 51 
142,서울문래초등학교, 222 , 211 , 221 , 182 , 207 , 200 
143,서울문백초등학교, 125 , 139 , 126 , 106 , 104 , 130 
144,서울문성초등학교, 82 , 78 , 75 , 65 , 55 , 77 
145,서울백산초등학교, 57 , 55 , 56 , 56 , 55 , 63 
146,서울세곡초등학교, 124 , 96 , 107 , 102 , 89 , 105 
147,서울시흥초등학교, 97 , 97 , 113 , 96 , 106 , 119 
148,서울신구로초등학교, 100 , 75 , 82 , 73 , 77 , 89 
149,서울신대림초등학교, 53 , 44 , 42 , 43 , 51 , 50 
150,서울신도림초등학교, 211 , 258 , 176 , 212 , 222 , 183 
151,서울신영초등학교, 122 , 101 , 83 , 90 , 110 , 85 
152,서울신흥초등학교, 128 , 116 , 98 , 117 , 119 , 109 
153,서울안천초등학교, 51 , 50 , 59 , 51 , 40 , 35 
154,서울여의도초등학교, 195 , 171 , 200 , 171 , 180 , 157 
155,서울영남초등학교, 69 , 59 , 43 , 58 , 49 , 68 
156,서울영동초등학교, 71 , 74 , 66 , 64 , 66 , 89 
157,서울영등포초등학교, 53 , 52 , 46 , 49 , 45 , 56 
158,서울영림초등학교, 45 , 43 , 43 , 27 , 30 , 38 
159,서울영서초등학교, 161 , 146 , 141 , 150 , 151 , 149 
160,서울영신초등학교, 174 , 178 , 151 , 171 , 159 , 166 
161,서울영일초등학교, 61 , 55 , 67 , 44 , 51 , 75 
162,서울영중초등학교, 83 , 80 , 63 , 75 , 65 , 80 
163,서울오류남초등학교, 139 , 133 , 134 , 127 , 145 , 136 
164,서울오류초등학교, 143 , 143 , 127 , 114 , 127 , 118 
165,서울오정초등학교, 77 , 75 , 86 , 62 , 80 , 66 
166,서울온수초등학교, 166 , 166 , 146 , 180 , 181 , 191 
167,서울우신초등학교, 48 , 41 , 53 , 60 , 80 , 76 
168,서울윤중초등학교, 118 , 84 , 90 , 60 , 75 , 65 
169,서울정심초등학교, 54 , 62 , 71 , 53 , 55 , 69 
170,서울탑동초등학교, 119 , 89 , 86 , 77 , 79 , 89 
171,서울미래초등학교, 127 , 102 , 104 , 90 , 90 , 91 
172,서울신미림초등학교, 173 , 157 , 182 , 147 , 154 , 153 
173,서울영원초등학교, 144 , 125 , 120 , 72 , 83 , 82 
174,서울금동초등학교, 154 , 156 , 160 , 143 , 169 , 175 
175,서울고원초등학교, 103 , 127 , 126 , 117 , 112 , 147 
176,서울영문초등학교, 203 , 159 , 168 , 142 , 175 , 173 
177,서울선유초등학교, 70 , 60 , 63 , 65 , 77 , 69 
178,서울천왕초등학교, 148 , 250 , 311 , 242 , 172 , 180 
179,서울금나래초등학교, 231 , 149 , 145 , 102 , 89 , 85 
180,동광초등학교, 90 , 66 , 62 , 63 , 53 , 50 
181,서울하늘숲초등학교, 166 , 131 , 106 , 81 , 67 , 57 
182,서울항동초등학교, 42 , 35 , 25 , 23 , 21 , 15 
183,서울계상초등학교, 111 , 86 , 96 , 89 , 114 , 126 
184,서울공릉초등학교, 72 , 67 , 60 , 44 , 57 , 69 
185,서울공연초등학교, 104 , 89 , 75 , 90 , 113 , 103 
186,서울노원초등학교, 62 , 57 , 41 , 56 , 58 , 53 
187,서울노일초등학교, 90 , 81 , 92 , 75 , 98 , 93 
188,서울녹천초등학교, 58 , 52 , 77 , 56 , 67 , 59 
189,서울누원초등학교, 153 , 168 , 166 , 178 , 178 , 176 
190,서울당현초등학교, 96 , 96 , 119 , 99 , 121 , 122 
191,서울도봉초등학교, 79 , 86 , 95 , 81 , 75 , 80 
192,서울동일초등학교, 131 , 121 , 120 , 112 , 102 , 138 
193,서울방학초등학교, 121 , 110 , 118 , 101 , 97 , 130 
194,서울백운초등학교, 163 , 140 , 142 , 145 , 164 , 162 
195,서울불암초등학교, 144 , 124 , 180 , 153 , 207 , 212 
196,서울상경초등학교, 156 , 144 , 121 , 106 , 115 , 123 
197,서울상계초등학교, 54 , 54 , 56 , 47 , 53 , 58 
198,서울상곡초등학교, 71 , 68 , 75 , 74 , 79 , 88 
199,서울상수초등학교, 134 , 134 , 125 , 131 , 158 , 181 
200,서울상원초등학교, 79 , 72 , 98 , 96 , 121 , 100 
201,서울상월초등학교, 28 , 36 , 22 , 33 , 41 , 43 
202,서울상천초등학교, 68 , 68 , 72 , 60 , 57 , 45 
203,서울선곡초등학교, 138 , 133 , 130 , 135 , 130 , 138 
204,서울수락초등학교, 92 , 103 , 116 , 99 , 110 , 118 
205,서울숭미초등학교, 123 , 133 , 128 , 146 , 133 , 149 
206,서울신계초등학교, 52 , 62 , 78 , 50 , 62 , 88 
207,서울신방학초등학교, 68 , 75 , 63 , 65 , 83 , 63 
208,서울신상계초등학교, 60 , 62 , 66 , 62 , 57 , 78 
209,서울신창초등학교, 59 , 48 , 57 , 53 , 63 , 58 
210,서울신학초등학교, 78 , 77 , 81 , 69 , 84 , 92 
211,서울신화초등학교, 68 , 83 , 80 , 72 , 87 , 94 
212,서울쌍문초등학교, 113 , 111 , 114 , 114 , 115 , 123 
213,서울연지초등학교, 53 , 29 , 46 , 42 , 43 , 51 
214,서울연촌초등학교, 85 , 114 , 108 , 106 , 142 , 124 
215,서울온곡초등학교, 95 , 120 , 141 , 111 , 130 , 110 
216,서울용동초등학교, 54 , 47 , 65 , 63 , 85 , 95 
217,서울용원초등학교, 136 , 112 , 123 , 111 , 131 , 130 
218,서울원광초등학교, 92 , 90 , 124 , 129 , 165 , 169 
219,서울월계초등학교, 50 , 51 , 36 , 54 , 51 , 53 
220,서울월천초등학교, 78 , 80 , 63 , 80 , 58 , 84 
221,서울을지초등학교, 243 , 210 , 258 , 267 , 348 , 362 
222,서울자운초등학교, 137 , 140 , 133 , 140 , 152 , 184 
223,서울중계초등학교, 157 , 150 , 134 , 175 , 163 , 171 
224,서울중원초등학교, 99 , 79 , 85 , 91 , 97 , 102 
225,서울중평초등학교, 237 , 232 , 270 , 275 , 288 , 307 
226,서울중현초등학교, 31 , 45 , 21 , 25 , 48 , 58 
227,서울창경초등학교, 171 , 158 , 172 , 149 , 153 , 188 
228,서울창도초등학교, 149 , 151 , 157 , 147 , 160 , 176 
229,서울창동초등학교, 65 , 82 , 71 , 76 , 67 , 64 
230,서울창원초등학교, 73 , 52 , 67 , 68 , 71 , 69 
231,서울창일초등학교, 164 , 166 , 149 , 151 , 166 , 179 
232,서울청계초등학교, 55 , 60 , 65 , 49 , 67 , 94 
233,서울초당초등학교, 143 , 168 , 171 , 162 , 151 , 205 
234,서울태릉초등학교, 130 , 136 , 138 , 148 , 152 , 176 
235,서울한천초등학교, 177 , 168 , 148 , 133 , 135 , 154 
236,서울수암초등학교, 88 , 92 , 108 , 92 , 106 , 131 
237,서울오봉초등학교, 72 , 64 , 52 , 61 , 57 , 78 
238,서울창림초등학교, 193 , 169 , 188 , 157 , 139 , 215 
239,서울태랑초등학교, 157 , 150 , 163 , 151 , 176 , 187 
240,서울덕암초등학교, 93 , 103 , 96 , 95 , 100 , 107 
241,서울가인초등학교, 89 , 66 , 89 , 65 , 90 , 104 
242,동북초등학교, 129 , 127 , 127 , 111 , 104 , 96 
243,상명초등학교, 120 , 119 , 114 , 100 , 105 , 98 
244,청원초등학교, 122 , 118 , 120 , 97 , 107 , 101 
245,태강삼육초등학교, 131 , 128 , 128 , 125 , 124 , 128 
246,한신초등학교, 113 , 62 , 106 , 79 , 90 , 79 
247,화랑초등학교, 113 , 112 , 112 , 120 , 111 , 117 
248,서울대학교사범대학부설초등학교, 102 , 101 , 105 , 105 , 109 , 110 
249,서울광희초등학교, 47 , 52 , 48 , 48 , 43 , 58 
250,서울교동초등학교, 43 , 32 , 35 , 27 , 22 , 13 
251,서울금양초등학교, 116 , 115 , 133 , 128 , 116 , 130 
252,서울남산초등학교, 45 , 31 , 25 , 29 , 24 , 23 
253,서울남정초등학교, 72 , 61 , 70 , 77 , 52 , 90 
254,서울덕수초등학교, 93 , 75 , 77 , 80 , 93 , 72 
255,서울독립문초등학교, 93 , 83 , 73 , 92 , 74 , 87 
256,서울매동초등학교, 42 , 31 , 49 , 28 , 55 , 58 
257,서울명신초등학교, 80 , 44 , 53 , 69 , 81 , 65 
258,서울보광초등학교, 46 , 53 , 48 , 63 , 61 , 73 
259,서울봉래초등학교, 97 , 68 , 67 , 55 , 66 , 69 
260,서울삼광초등학교, 80 , 86 , 70 , 63 , 71 , 91 
261,서울서빙고초등학교, 71 , 55 , 81 , 79 , 86 , 101 
262,서울세검정초등학교, 160 , 129 , 155 , 125 , 141 , 154 
263,서울신용산초등학교, 311 , 266 , 252 , 260 , 289 , 290 
264,서울용산초등학교, 67 , 55 , 51 , 49 , 45 , 40 
265,서울용암초등학교, 30 , 34 , 23 , 16 , 27 , 30 
266,서울원효초등학교, 114 , 120 , 114 , 96 , 101 , 123 
267,서울이태원초등학교, 49 , 58 , 46 , 46 , 58 , 56 
268,서울장충초등학교, 80 , 73 , 66 , 78 , 93 , 93 
269,서울재동초등학교, 32 , 43 , 33 , 30 , 37 , 35 
270,서울창신초등학교, 82 , 86 , 94 , 78 , 93 , 108 
271,서울청구초등학교, 128 , 120 , 107 , 101 , 113 , 151 
272,서울청운초등학교, 88 , 88 , 89 , 99 , 93 , 124 
273,서울청파초등학교, 75 , 65 , 60 , 71 , 102 , 74 
274,서울충무초등학교, 44 , 40 , 36 , 34 , 42 , 51 
275,서울한강초등학교, 34 , 41 , 37 , 35 , 20 , 31 
276,서울한남초등학교, 56 , 61 , 52 , 49 , 45 , 44 
277,서울혜화초등학교, 96 , 104 , 110 , 94 , 99 , 113 
278,서울효제초등학교, 38 , 32 , 27 , 33 , 47 , 47 
279,서울후암초등학교, 59 , 50 , 62 , 65 , 63 , 89 
280,서울흥인초등학교, 59 , 78 , 64 , 61 , 50 , 72 
281,서울신당초등학교, 47 , 73 , 51 , 43 , 66 , 52 
282,동산초등학교, 96 , 96 , 95 , 82 , 79 , 83 
283,리라초등학교, 86 , 84 , 84 , 96 , 76 , 92 
284,상명대학교사범대학부속초등학교, 60 , 55 , 50 , 51 , 29 , 48 
285,숭의초등학교, 97 , 104 , 107 , 101 , 89 , 83 
286,신광초등학교, 65 , 65 , 65 , 64 , 63 , 57 
287,운현초등학교, 30 , 30 , 31 , 27 , 26 , 29 
288,서울가동초등학교, 160 , 156 , 157 , 136 , 157 , 181 
289,서울가락초등학교, 232 , 145 , 127 , 118 , 92 , 98 
290,서울가원초등학교, 98 , 116 , 112 , 96 , 104 , 104 
291,서울가주초등학교, 162 , 132 , 151 , 155 , 159 , 161 
292,서울강덕초등학교, - , - , - , - , - , - 
293,서울강동초등학교, 112 , 120 , 103 , 102 , 113 , 121 
294,서울거여초등학교, 120 , 119 , 100 , 92 , 86 , 101 
295,서울거원초등학교, 115 , 121 , 103 , 103 , 111 , 117 
296,서울고덕초등학교, 34 , 34 , 36 , 31 , 33 , 45 
297,서울고명초등학교, 91 , 91 , 66 , 80 , 91 , 133 
298,서울고일초등학교, - , - , - , - , - , - 
299,서울길동초등학교, 160 , 146 , 150 , 138 , 143 , 174 
300,서울남천초등학교, 83 , 87 , 84 , 81 , 91 , 92 
301,서울대명초등학교, 161 , 141 , 150 , 121 , 199 , 188 
302,서울둔촌초등학교, - , - , - , - , - , - 
303,서울마천초등학교, 148 , 177 , 164 , 159 , 183 , 164 
304,서울명덕초등학교, 332 , 294 , 282 , 273 , 286 , 297 
305,서울명원초등학교, 136 , 119 , 147 , 125 , 169 , 163 
306,서울명일초등학교, 205 , 196 , 184 , 157 , 188 , 178 
307,서울묘곡초등학교, 260 , 273 , 290 , 229 , 277 , 254 
308,서울문덕초등학교, 100 , 101 , 113 , 104 , 87 , 111 
309,서울문정초등학교, 151 , 153 , 126 , 139 , 145 , 164 
310,서울방산초등학교, 91 , 129 , 88 , 115 , 125 , 117 
311,서울방이초등학교, 104 , 100 , 100 , 97 , 88 , 119 
312,서울삼전초등학교, 152 , 144 , 165 , 126 , 148 , 169 
313,서울상일초등학교, 43 , 45 , 48 , 44 , 55 , 44 
314,서울석촌초등학교, 153 , 148 , 148 , 122 , 152 , 174 
315,서울선린초등학교, 103 , 86 , 86 , 82 , 80 , 88 
316,서울성내초등학교, 159 , 161 , 143 , 165 , 169 , 163 
317,서울성일초등학교, 205 , 218 , 210 , 182 , 240 , 227 
318,서울세륜초등학교, 102 , 87 , 112 , 115 , 121 , 151 
319,서울송전초등학교, 136 , 141 , 161 , 140 , 156 , 144 
320,서울송파초등학교, 112 , 104 , 122 , 113 , 119 , 116 
321,서울신가초등학교, 131 , 130 , 93 , 109 , 115 , 141 
322,서울신명초등학교, 98 , 80 , 106 , 79 , 73 , 98 
323,서울신암초등학교, 163 , 133 , 133 , 119 , 111 , 122 
324,서울신천초등학교, 76 , 73 , 66 , 72 , 80 , 90 
325,서울아주초등학교, 75 , 87 , 83 , 74 , 97 , 103 
326,서울영풍초등학교, 100 , 105 , 96 , 80 , 103 , 115 
327,서울오금초등학교, 90 , 96 , 113 , 90 , 102 , 100 
328,서울오륜초등학교, 99 , 97 , 91 , 131 , 114 , 142 
329,서울위례초등학교, - , - , - , - , - , - 
330,서울잠동초등학교, 122 , 124 , 131 , 130 , 119 , 130 
331,서울잠신초등학교, 268 , 247 , 270 , 283 , 307 , 306 
332,서울잠실초등학교, 221 , 221 , 229 , 194 , 165 , 197 
333,서울잠일초등학교, 346 , 307 , 310 , 302 , 321 , 326 
334,서울잠전초등학교, 105 , 111 , 106 , 128 , 115 , 120 
335,서울중대초등학교, 196 , 159 , 153 , 173 , 169 , 175 
336,서울천동초등학교, 171 , 135 , 156 , 150 , 111 , 156 
337,서울천일초등학교, 60 , 59 , 61 , 47 , 71 , 64 
338,서울천호초등학교, 125 , 128 , 123 , 122 , 106 , 139 
339,서울토성초등학교, 153 , 141 , 148 , 162 , 128 , 137 
340,서울평화초등학교, 42 , 29 , 36 , 41 , 37 , 39 
341,서울풍납초등학교, 85 , 71 , 78 , 95 , 86 , 116 
342,서울풍성초등학교, 49 , 47 , 35 , 29 , 41 , 41 
343,서울강일초등학교, 153 , 139 , 170 , 171 , 229 , 223 
344,서울한산초등학교, 138 , 132 , 153 , 137 , 141 , 151 
345,서울선사초등학교, 170 , 151 , 126 , 134 , 144 , 135 
346,서울버들초등학교, 174 , 165 , 196 , 177 , 152 , 161 
347,서울문현초등학교, 175 , 152 , 143 , 131 , 142 , 163 
348,서울개롱초등학교, 80 , 80 , 62 , 72 , 84 , 96 
349,서울잠현초등학교, 204 , 150 , 158 , 123 , 110 , 106 
350,서울강명초등학교, 158 , 172 , 279 , 278 , 257 , 197 
351,서울송례초등학교, 208 , 217 , 231 , 172 , 175 , 202 
352,서울위례별초등학교, 297 , 279 , 324 , 276 , 249 , 232 
353,서울강솔초등학교, 55 , 81 , 88 , 63 , 115 , 116 
354,서울해누리초등학교, 105 , 79 , 60 , 69 , 66 , 70 
355,서울가곡초등학교, 134 , 141 , 136 , 146 , 141 , 181 
356,서울가양초등학교, 37 , 40 , 36 , 32 , 41 , 49 
357,서울갈산초등학교, 143 , 184 , 159 , 148 , 204 , 203 
358,서울강서초등학교, 214 , 193 , 219 , 172 , 211 , 234 
359,서울강신초등학교, 155 , 180 , 133 , 154 , 156 , 154 
360,서울강월초등학교, 143 , 117 , 133 , 117 , 132 , 139 
361,서울개화초등학교, 16 , 21 , 28 , 18 , 32 , 25 
362,서울경인초등학교, 176 , 174 , 188 , 216 , 226 , 197 
363,서울계남초등학교, 121 , 113 , 134 , 122 , 180 , 199 
364,서울공진초등학교, 354 , 308 , 234 , 188 , 207 , 159 
365,서울공항초등학교, 303 , 271 , 223 , 193 , 229 , 232 
366,서울남명초등학교, 38 , 38 , 35 , 40 , 34 , 51 
367,서울내발산초등학교, 258 , 283 , 226 , 239 , 279 , 302 
368,서울등명초등학교, 23 , 18 , 11 , 12 , 18 , 22 
369,서울등서초등학교, 70 , 56 , 51 , 45 , 57 , 55 
370,서울등양초등학교, 31 , 29 , 31 , 30 , 28 , 27 
371,서울등원초등학교, 27 , 33 , 25 , 34 , 31 , 21 
372,서울등촌초등학교, 110 , 82 , 101 , 78 , 76 , 100 
373,서울등현초등학교, 101 , 122 , 120 , 98 , 111 , 129 
374,서울목동초등학교, 209 , 217 , 206 , 216 , 248 , 282 
375,서울목원초등학교, 54 , 79 , 93 , 92 , 110 , 115 
376,서울발산초등학교, 209 , 194 , 193 , 209 , 204 , 226 
377,서울방화초등학교, 111 , 101 , 85 , 118 , 105 , 102 
378,서울백석초등학교, 95 , 95 , 79 , 95 , 73 , 97 
379,서울삼정초등학교, 41 , 32 , 44 , 40 , 50 , 45 
380,서울서정초등학교, 121 , 135 , 107 , 112 , 143 , 148 
381,서울송정초등학교, 131 , 113 , 129 , 100 , 121 , 129 
382,서울송화초등학교, 258 , 260 , 188 , 207 , 198 , 208 
383,서울신강초등학교, 80 , 102 , 94 , 76 , 87 , 98 
384,서울신곡초등학교, 151 , 148 , 132 , 106 , 126 , 127 
385,서울신남초등학교, 51 , 56 , 46 , 47 , 37 , 39 
386,서울신목초등학교, 141 , 165 , 160 , 156 , 202 , 205 
387,서울신서초등학교, 183 , 160 , 198 , 185 , 196 , 227 
388,서울신원초등학교, 87 , 89 , 70 , 70 , 80 , 84 
389,서울신월초등학교, 125 , 136 , 111 , 89 , 128 , 105 
390,서울신정초등학교, 330 , 277 , 286 , 269 , 310 , 301 
391,서울양강초등학교, 93 , 88 , 105 , 103 , 146 , 122 
392,서울양동초등학교, 73 , 86 , 68 , 65 , 68 , 79 
393,서울양명초등학교, 103 , 65 , 104 , 64 , 90 , 96 
394,서울양목초등학교, 138 , 140 , 138 , 144 , 171 , 124 
395,서울양원초등학교, 46 , 53 , 41 , 49 , 45 , 60 
396,서울양천초등학교, 93 , 86 , 79 , 72 , 84 , 79 
